dataset,episode,normalized_grasp_progress,stage_code
insert_jc_fix_3,1,0.07,1
insert_jc_fix_3,1,0.07333333333333333,1
insert_jc_fix_3,1,0.07666666666666666,1
insert_jc_fix_3,1,0.08,1
insert_jc_fix_3,1,0.08333333333333333,1
insert_jc_fix_3,1,0.08666666666666667,1
insert_jc_fix_3,1,0.09,1
insert_jc_fix_3,1,0.09333333333333334,1
insert_jc_fix_3,1,0.09666666666666666,1
insert_jc_fix_3,1,0.1,1
insert_jc_fix_3,1,0.10333333333333333,1
insert_jc_fix_3,1,0.10666666666666667,1
insert_jc_fix_3,1,0.11,1
insert_jc_fix_3,1,0.11333333333333333,1
insert_jc_fix_3,1,0.11666666666666667,1
insert_jc_fix_3,1,0.12,1
insert_jc_fix_3,1,0.12333333333333334,1
insert_jc_fix_3,1,0.12666666666666668,1
insert_jc_fix_3,1,0.13,1
insert_jc_fix_3,1,0.13333333333333333,1
insert_jc_fix_3,1,0.13666666666666666,1
insert_jc_fix_3,1,0.14,1
insert_jc_fix_3,1,0.14333333333333334,1
insert_jc_fix_3,1,0.14666666666666667,1
insert_jc_fix_3,1,0.15,1
insert_jc_fix_3,1,0.15333333333333332,2
insert_jc_fix_3,1,0.15666666666666668,2
insert_jc_fix_3,1,0.16,2
insert_jc_fix_3,1,0.16333333333333333,2
insert_jc_fix_3,1,0.16666666666666666,2
insert_jc_fix_3,1,0.17,2
insert_jc_fix_3,1,0.17333333333333334,2
insert_jc_fix_3,1,0.17666666666666667,2
insert_jc_fix_3,1,0.18,2
insert_jc_fix_3,1,0.18333333333333332,2
insert_jc_fix_3,1,0.18666666666666668,2
insert_jc_fix_3,1,0.19,2
insert_jc_fix_3,1,0.19333333333333333,2
insert_jc_fix_3,1,0.19666666666666666,2
insert_jc_fix_3,1,0.2,2
insert_jc_fix_3,1,0.20333333333333334,2
insert_jc_fix_3,1,0.20666666666666667,2
insert_jc_fix_3,1,0.21,2
insert_jc_fix_3,1,0.21333333333333335,2
insert_jc_fix_3,1,0.21666666666666667,2
insert_jc_fix_3,1,0.22,2
insert_jc_fix_3,1,0.22333333333333333,2
insert_jc_fix_3,1,0.22666666666666666,2
insert_jc_fix_3,1,0.23,2
insert_jc_fix_3,1,0.23333333333333334,2
insert_jc_fix_3,1,0.23666666666666666,2
insert_jc_fix_3,1,0.24,2
insert_jc_fix_3,1,0.24333333333333335,2
insert_jc_fix_3,1,0.24666666666666667,2
insert_jc_fix_3,1,0.25,2
insert_jc_fix_3,1,0.25333333333333335,2
insert_jc_fix_3,1,0.25666666666666665,2
