dataset,episode,reference_split,event,frame,time_s,status,threshold_time_spread_s,threshold_detection_count,video_duration_mismatch
insert_jc_fix_3,20,calibration,terminal_settle_candidate,367.0,12.233333587646484,kinematic_proxy,0.0,2,False
insert_jc_fix_3,20,calibration,release,485.0,16.16666603088379,kinematic_proxy,0.0,3,False
insert_jc_fix_3,21,reference_heldout,grasp,202.0,6.733333110809326,kinematic_proxy,0.0,3,False
insert_jc_fix_3,21,reference_heldout,lift_clearance,249.0,8.300000190734863,kinematic_proxy,0.0,3,False
insert_jc_fix_3,21,reference_heldout,assembly_region,298.0,9.933333396911621,kinematic_proxy,0.0,3,False
insert_jc_fix_3,21,reference_heldout,axial_advance_candidate,326.0,10.866666793823242,kinematic_proxy,1.0666666666666667,3,False
insert_jc_fix_3,21,reference_heldout,terminal_settle_candidate,478.0,15.933333396911621,kinematic_proxy,0.0,3,False
insert_jc_fix_3,21,reference_heldout,release,523.0,17.433332443237305,kinematic_proxy,0.0,3,False
insert_jc_fix_3,22,reference_heldout,grasp,158.0,5.266666889190674,kinematic_proxy,0.0,3,False
insert_jc_fix_3,22,reference_heldout,lift_clearance,201.0,6.699999809265137,kinematic_proxy,0.0,3,False
insert_jc_fix_3,22,reference_heldout,assembly_region,253.0,8.433333396911621,kinematic_proxy,0.0,3,False
insert_jc_fix_3,22,reference_heldout,axial_advance_candidate,279.0,9.300000190734863,kinematic_proxy,1.1666666666666667,3,False
insert_jc_fix_3,22,reference_heldout,terminal_settle_candidate,417.0,13.899999618530273,kinematic_proxy,0.0,3,False
insert_jc_fix_3,22,reference_heldout,release,448.0,14.933333396911621,kinematic_proxy,0.0,3,False
insert_jc_fix_3,23,reference_heldout,grasp,156.0,5.199999809265137,kinematic_proxy,0.0,3,False
insert_jc_fix_3,23,reference_heldout,lift_clearance,196.0,6.5333333015441895,kinematic_proxy,0.0,3,False
insert_jc_fix_3,23,reference_heldout,assembly_region,237.0,7.900000095367432,kinematic_proxy,0.0,3,False
insert_jc_fix_3,23,reference_heldout,axial_advance_candidate,293.0,9.766666412353516,kinematic_proxy,0.8,3,False
insert_jc_fix_3,23,reference_heldout,terminal_settle_candidate,391.0,13.033333778381348,kinematic_proxy,0.0,3,False
insert_jc_fix_3,23,reference_heldout,release,481.0,16.03333282470703,kinematic_proxy,0.0,3,False
insert_jc_fix_3,24,reference_heldout,grasp,133.0,4.433333396911621,kinematic_proxy,0.0,3,False
insert_jc_fix_3,24,reference_heldout,lift_clearance,169.0,5.633333206176758,kinematic_proxy,0.0,3,False
insert_jc_fix_3,24,reference_heldout,assembly_region,197.0,6.566666603088379,kinematic_proxy,0.0,3,False
insert_jc_fix_3,24,reference_heldout,axial_advance_candidate,227.0,7.566666603088379,kinematic_proxy,2.933333333333333,3,False
insert_jc_fix_3,24,reference_heldout,terminal_settle_candidate,391.0,13.033333778381348,kinematic_proxy,0.0,3,False
insert_jc_fix_3,24,reference_heldout,release,424.0,14.133333206176758,kinematic_proxy,0.0,3,False
insert_jc_fix_3,25,calibration,grasp,132.0,4.400000095367432,kinematic_proxy,0.0,3,False
insert_jc_fix_3,25,calibration,lift_clearance,164.0,5.4666666984558105,kinematic_proxy,0.0,3,False
insert_jc_fix_3,25,calibration,assembly_region,212.0,7.066666603088379,kinematic_proxy,0.0,3,False
insert_jc_fix_3,25,calibration,axial_advance_candidate,234.0,7.800000190734863,kinematic_proxy,0.0,3,False
insert_jc_fix_3,25,calibration,terminal_settle_candidate,370.0,12.333333015441895,kinematic_proxy,1.9666666666666666,3,False
insert_jc_fix_3,25,calibration,release,456.0,15.199999809265137,kinematic_proxy,0.0,3,False
insert_jc_fix_3,26,reference_heldout,grasp,143.0,4.766666889190674,kinematic_proxy,0.0,3,False
insert_jc_fix_3,26,reference_heldout,lift_clearance,177.0,5.900000095367432,kinematic_proxy,0.0,3,False
insert_jc_fix_3,26,reference_heldout,assembly_region,218.0,7.266666889190674,kinematic_proxy,0.0,3,False
insert_jc_fix_3,26,reference_heldout,axial_advance_candidate,235.0,7.833333492279053,kinematic_proxy,0.0,3,False
insert_jc_fix_3,26,reference_heldout,terminal_settle_candidate,333.0,11.100000381469727,kinematic_proxy,0.0,2,False
insert_jc_fix_3,26,reference_heldout,release,437.0,14.566666603088379,kinematic_proxy,0.0,3,False
insert_jc_fix_3,27,reference_heldout,grasp,198.0,6.599999904632568,kinematic_proxy,0.0,3,False
insert_jc_fix_3,27,reference_heldout,lift_clearance,219.0,7.300000190734863,kinematic_proxy,0.0,3,False
insert_jc_fix_3,27,reference_heldout,assembly_region,276.0,9.199999809265137,kinematic_proxy,0.0,3,False
insert_jc_fix_3,27,reference_heldout,axial_advance_candidate,304.0,10.133333206176758,kinematic_proxy,0.5,3,False
insert_jc_fix_3,27,reference_heldout,terminal_settle_candidate,449.0,14.966666221618652,kinematic_proxy,0.0,3,False
insert_jc_fix_3,27,reference_heldout,release,505.0,16.83333396911621,kinematic_proxy,0.0,3,False
insert_jc_fix_3,28,reference_heldout,grasp,185.0,6.166666507720947,kinematic_proxy,0.0,3,False
insert_jc_fix_3,28,reference_heldout,lift_clearance,222.0,7.400000095367432,kinematic_proxy,0.0,3,False
insert_jc_fix_3,28,reference_heldout,assembly_region,260.0,8.666666984558105,kinematic_proxy,0.0,3,False
insert_jc_fix_3,28,reference_heldout,axial_advance_candidate,311.0,10.366666793823242,kinematic_proxy,0.0,2,False
insert_jc_fix_3,28,reference_heldout,terminal_settle_candidate,357.0,11.899999618530273,kinematic_proxy,0.16666666666666666,3,False
insert_jc_fix_3,28,reference_heldout,release,468.0,15.600000381469727,kinematic_proxy,0.0,3,False
insert_jc_fix_3,29,reference_heldout,grasp,176.0,5.866666793823242,kinematic_proxy,0.0,3,False
insert_jc_fix_3,29,reference_heldout,lift_clearance,215.0,7.166666507720947,kinematic_proxy,0.0,3,False
insert_jc_fix_3,29,reference_heldout,assembly_region,252.0,8.399999618530273,kinematic_proxy,0.0,3,False
insert_jc_fix_3,29,reference_heldout,axial_advance_candidate,269.0,8.966666221618652,kinematic_proxy,0.36666666666666664,3,False
insert_jc_fix_3,29,reference_heldout,terminal_settle_candidate,348.0,11.600000381469727,kinematic_proxy,0.0,3,False
insert_jc_fix_3,29,reference_heldout,release,469.0,15.633333206176758,kinematic_proxy,0.0,3,False
insert_jc_fix_3,30,calibration,grasp,189.0,6.300000190734863,kinematic_proxy,0.0,3,False
insert_jc_fix_3,30,calibration,lift_clearance,224.0,7.4666666984558105,kinematic_proxy,0.0,3,False
insert_jc_fix_3,30,calibration,assembly_region,265.0,8.833333015441895,kinematic_proxy,0.0,3,False
insert_jc_fix_3,30,calibration,axial_advance_candidate,369.0,12.300000190734863,kinematic_proxy,0.0,3,False
insert_jc_fix_3,30,calibration,terminal_settle_candidate,388.0,12.933333396911621,kinematic_proxy,0.0,3,False
insert_jc_fix_3,30,calibration,release,481.0,16.03333282470703,kinematic_proxy,0.0,3,False
insert_jc_fix_3,31,reference_heldout,grasp,141.0,4.699999809265137,kinematic_proxy,0.0,3,False
insert_jc_fix_3,31,reference_heldout,lift_clearance,169.0,5.633333206176758,kinematic_proxy,0.0,3,False
insert_jc_fix_3,31,reference_heldout,assembly_region,197.0,6.566666603088379,kinematic_proxy,0.0,3,False
insert_jc_fix_3,31,reference_heldout,axial_advance_candidate,245.0,8.166666984558105,kinematic_proxy,0.8333333333333334,3,False
insert_jc_fix_3,31,reference_heldout,terminal_settle_candidate,313.0,10.433333396911621,kinematic_proxy,0.0,2,False
insert_jc_fix_3,31,reference_heldout,release,435.0,14.5,kinematic_proxy,0.0,3,False
insert_jc_fix_3,32,reference_heldout,grasp,173.0,5.766666889190674,kinematic_proxy,0.0,3,False
insert_jc_fix_3,32,reference_heldout,lift_clearance,216.0,7.199999809265137,kinematic_proxy,0.0,3,False
insert_jc_fix_3,32,reference_heldout,assembly_region,273.0,9.100000381469727,kinematic_proxy,0.0,3,False
insert_jc_fix_3,32,reference_heldout,axial_advance_candidate,289.0,9.633333206176758,kinematic_proxy,0.0,3,False
insert_jc_fix_3,32,reference_heldout,terminal_settle_candidate,390.0,13.0,kinematic_proxy,0.0,2,False
insert_jc_fix_3,32,reference_heldout,release,470.0,15.666666984558105,kinematic_proxy,0.0,3,False
insert_jc_fix_3,33,reference_heldout,grasp,135.0,4.5,kinematic_proxy,0.0,3,False
insert_jc_fix_3,33,reference_heldout,lift_clearance,178.0,5.933333396911621,kinematic_proxy,0.0,3,False
insert_jc_fix_3,33,reference_heldout,assembly_region,208.0,6.933333396911621,kinematic_proxy,0.0,3,False
insert_jc_fix_3,33,reference_heldout,axial_advance_candidate,234.0,7.800000190734863,kinematic_proxy,0.0,3,False
insert_jc_fix_3,33,reference_heldout,terminal_settle_candidate,375.0,12.5,kinematic_proxy,0.0,3,False
insert_jc_fix_3,33,reference_heldout,release,428.0,14.266666412353516,kinematic_proxy,0.0,3,False
insert_jc_fix_3,34,reference_heldout,grasp,140.0,4.666666507720947,kinematic_proxy,0.0,3,False
insert_jc_fix_3,34,reference_heldout,lift_clearance,179.0,5.9666666984558105,kinematic_proxy,0.0,3,False
insert_jc_fix_3,34,reference_heldout,assembly_region,206.0,6.866666793823242,kinematic_proxy,0.0,3,False
insert_jc_fix_3,34,reference_heldout,axial_advance_candidate,246.0,8.199999809265137,kinematic_proxy,2.1666666666666665,3,False
insert_jc_fix_3,34,reference_heldout,terminal_settle_candidate,351.0,11.699999809265137,kinematic_proxy,0.0,2,False
insert_jc_fix_3,34,reference_heldout,release,455.0,15.166666984558105,kinematic_proxy,0.0,3,False
insert_jc_fix_3,35,calibration,grasp,254.0,8.466666221618652,kinematic_proxy,0.0,3,False
insert_jc_fix_3,35,calibration,lift_clearance,308.0,10.266666412353516,kinematic_proxy,0.0,3,False
insert_jc_fix_3,35,calibration,assembly_region,361.0,12.033333778381348,kinematic_proxy,0.0,3,False
insert_jc_fix_3,35,calibration,axial_advance_candidate,410.0,13.666666984558105,kinematic_proxy,2.1,3,False
insert_jc_fix_3,35,calibration,terminal_settle_candidate,524.0,17.46666717529297,kinematic_proxy,0.0,3,False
insert_jc_fix_3,35,calibration,release,633.0,21.100000381469727,kinematic_proxy,0.0,3,False
insert_jc_fix_3,36,reference_heldout,grasp,136.0,4.5333333015441895,kinematic_proxy,0.0,3,False
insert_jc_fix_3,36,reference_heldout,lift_clearance,187.0,6.233333110809326,kinematic_proxy,0.0,3,False
insert_jc_fix_3,36,reference_heldout,assembly_region,234.0,7.800000190734863,kinematic_proxy,0.0,3,False
insert_jc_fix_3,36,reference_heldout,axial_advance_candidate,306.0,10.199999809265137,kinematic_proxy,2.2,2,False
insert_jc_fix_3,36,reference_heldout,terminal_settle_candidate,,,missing,,1,False
insert_jc_fix_3,36,reference_heldout,release,422.0,14.066666603088379,kinematic_proxy,0.0,3,False
insert_jc_fix_3,37,reference_heldout,grasp,160.0,5.333333492279053,kinematic_proxy,0.0,3,False
insert_jc_fix_3,37,reference_heldout,lift_clearance,201.0,6.699999809265137,kinematic_proxy,0.0,3,False
insert_jc_fix_3,37,reference_heldout,assembly_region,274.0,9.133333206176758,kinematic_proxy,0.0,3,False
insert_jc_fix_3,37,reference_heldout,axial_advance_candidate,284.0,9.466666221618652,kinematic_proxy,0.0,3,False
insert_jc_fix_3,37,reference_heldout,terminal_settle_candidate,440.0,14.666666984558105,kinematic_proxy,0.0,2,False
insert_jc_fix_3,37,reference_heldout,release,485.0,16.16666603088379,kinematic_proxy,0.0,3,False
insert_jc_fix_3,38,reference_heldout,grasp,151.0,5.0333333015441895,kinematic_proxy,0.0,3,False
insert_jc_fix_3,38,reference_heldout,lift_clearance,196.0,6.5333333015441895,kinematic_proxy,0.0,3,False
insert_jc_fix_3,38,reference_heldout,assembly_region,244.0,8.133333206176758,kinematic_proxy,0.0,3,False
insert_jc_fix_3,38,reference_heldout,axial_advance_candidate,324.0,10.800000190734863,kinematic_proxy,2.066666666666667,2,False
insert_jc_fix_3,38,reference_heldout,terminal_settle_candidate,399.0,13.300000190734863,kinematic_proxy,0.0,2,False
insert_jc_fix_3,38,reference_heldout,release,452.0,15.066666603088379,kinematic_proxy,0.0,3,False
insert_jc_fix_3,39,reference_heldout,grasp,216.0,7.199999809265137,kinematic_proxy,0.0,3,False
insert_jc_fix_3,39,reference_heldout,lift_clearance,265.0,8.833333015441895,kinematic_proxy,0.0,3,False
insert_jc_fix_3,39,reference_heldout,assembly_region,341.0,11.366666793823242,kinematic_proxy,0.0,3,False
insert_jc_fix_3,39,reference_heldout,axial_advance_candidate,361.0,12.033333778381348,kinematic_proxy,1.8333333333333333,3,False
insert_jc_fix_3,39,reference_heldout,terminal_settle_candidate,496.0,16.53333282470703,kinematic_proxy,0.0,3,False
insert_jc_fix_3,39,reference_heldout,release,543.0,18.100000381469727,kinematic_proxy,0.0,3,False
insert_jc_fix_3,40,calibration,grasp,156.0,5.199999809265137,kinematic_proxy,0.0,3,True
insert_jc_fix_3,40,calibration,lift_clearance,195.0,6.5,kinematic_proxy,0.0,3,True
insert_jc_fix_3,40,calibration,assembly_region,233.0,7.766666889190674,kinematic_proxy,0.0,3,True
insert_jc_fix_3,40,calibration,axial_advance_candidate,269.0,8.966666221618652,kinematic_proxy,1.6,3,True
insert_jc_fix_3,40,calibration,terminal_settle_candidate,329.0,10.966666221618652,kinematic_proxy,0.0,3,True
insert_jc_fix_3,40,calibration,release,445.0,14.833333015441895,kinematic_proxy,0.0,3,True
insert_jc_fix_3,41,reference_heldout,grasp,167.0,5.566666603088379,kinematic_proxy,0.0,3,False
insert_jc_fix_3,41,reference_heldout,lift_clearance,194.0,6.4666666984558105,kinematic_proxy,0.0,3,False
insert_jc_fix_3,41,reference_heldout,assembly_region,262.0,8.733333587646484,kinematic_proxy,0.0,3,False
