dataset,episode,variant,event,frame,time_s
insert_jc_fix_3,16,main,lift_clearance,216.0,7.199999809265137
insert_jc_fix_3,16,main,assembly_region,242.0,8.066666603088379
insert_jc_fix_3,16,main,axial_advance_candidate,300.0,10.0
insert_jc_fix_3,16,main,terminal_settle_candidate,361.0,12.033333778381348
insert_jc_fix_3,16,main,release,381.0,12.699999809265137
insert_jc_fix_3,16,loose,grasp,180.0,6.0
insert_jc_fix_3,16,loose,lift_clearance,216.0,7.199999809265137
insert_jc_fix_3,16,loose,assembly_region,242.0,8.066666603088379
insert_jc_fix_3,16,loose,axial_advance_candidate,300.0,10.0
insert_jc_fix_3,16,loose,terminal_settle_candidate,361.0,12.033333778381348
insert_jc_fix_3,16,loose,release,381.0,12.699999809265137
insert_jc_fix_3,16,own_terminal_offline,grasp,180.0,6.0
insert_jc_fix_3,16,own_terminal_offline,lift_clearance,216.0,7.199999809265137
insert_jc_fix_3,16,own_terminal_offline,assembly_region,241.0,8.033333778381348
insert_jc_fix_3,16,own_terminal_offline,axial_advance_candidate,300.0,10.0
insert_jc_fix_3,16,own_terminal_offline,terminal_settle_candidate,361.0,12.033333778381348
insert_jc_fix_3,16,own_terminal_offline,release,381.0,12.699999809265137
insert_jc_fix_3,17,strict,grasp,145.0,4.833333492279053
insert_jc_fix_3,17,strict,lift_clearance,177.0,5.900000095367432
insert_jc_fix_3,17,strict,assembly_region,208.0,6.933333396911621
insert_jc_fix_3,17,strict,axial_advance_candidate,318.0,10.600000381469727
insert_jc_fix_3,17,strict,terminal_settle_candidate,342.0,11.399999618530273
insert_jc_fix_3,17,strict,release,438.0,14.600000381469727
insert_jc_fix_3,17,main,grasp,145.0,4.833333492279053
insert_jc_fix_3,17,main,lift_clearance,177.0,5.900000095367432
insert_jc_fix_3,17,main,assembly_region,208.0,6.933333396911621
insert_jc_fix_3,17,main,axial_advance_candidate,235.0,7.833333492279053
insert_jc_fix_3,17,main,terminal_settle_candidate,342.0,11.399999618530273
insert_jc_fix_3,17,main,release,438.0,14.600000381469727
insert_jc_fix_3,17,loose,grasp,145.0,4.833333492279053
insert_jc_fix_3,17,loose,lift_clearance,177.0,5.900000095367432
insert_jc_fix_3,17,loose,assembly_region,208.0,6.933333396911621
insert_jc_fix_3,17,loose,axial_advance_candidate,227.0,7.566666603088379
insert_jc_fix_3,17,loose,terminal_settle_candidate,342.0,11.399999618530273
insert_jc_fix_3,17,loose,release,438.0,14.600000381469727
insert_jc_fix_3,17,own_terminal_offline,grasp,145.0,4.833333492279053
insert_jc_fix_3,17,own_terminal_offline,lift_clearance,177.0,5.900000095367432
insert_jc_fix_3,17,own_terminal_offline,assembly_region,210.0,7.0
insert_jc_fix_3,17,own_terminal_offline,axial_advance_candidate,233.0,7.766666889190674
insert_jc_fix_3,17,own_terminal_offline,terminal_settle_candidate,342.0,11.399999618530273
insert_jc_fix_3,17,own_terminal_offline,release,438.0,14.600000381469727
insert_jc_fix_3,18,strict,grasp,224.0,7.4666666984558105
insert_jc_fix_3,18,strict,lift_clearance,259.0,8.633333206176758
insert_jc_fix_3,18,strict,assembly_region,298.0,9.933333396911621
insert_jc_fix_3,18,strict,axial_advance_candidate,,
insert_jc_fix_3,18,strict,terminal_settle_candidate,,
insert_jc_fix_3,18,strict,release,497.0,16.566667556762695
insert_jc_fix_3,18,main,grasp,224.0,7.4666666984558105
insert_jc_fix_3,18,main,lift_clearance,259.0,8.633333206176758
insert_jc_fix_3,18,main,assembly_region,298.0,9.933333396911621
insert_jc_fix_3,18,main,axial_advance_candidate,445.0,14.833333015441895
insert_jc_fix_3,18,main,terminal_settle_candidate,449.0,14.966666221618652
insert_jc_fix_3,18,main,release,497.0,16.566667556762695
insert_jc_fix_3,18,loose,grasp,224.0,7.4666666984558105
insert_jc_fix_3,18,loose,lift_clearance,259.0,8.633333206176758
insert_jc_fix_3,18,loose,assembly_region,298.0,9.933333396911621
insert_jc_fix_3,18,loose,axial_advance_candidate,400.0,13.333333015441895
insert_jc_fix_3,18,loose,terminal_settle_candidate,449.0,14.966666221618652
insert_jc_fix_3,18,loose,release,497.0,16.566667556762695
insert_jc_fix_3,18,own_terminal_offline,grasp,224.0,7.4666666984558105
insert_jc_fix_3,18,own_terminal_offline,lift_clearance,259.0,8.633333206176758
insert_jc_fix_3,18,own_terminal_offline,assembly_region,298.0,9.933333396911621
insert_jc_fix_3,18,own_terminal_offline,axial_advance_candidate,400.0,13.333333015441895
insert_jc_fix_3,18,own_terminal_offline,terminal_settle_candidate,449.0,14.966666221618652
insert_jc_fix_3,18,own_terminal_offline,release,497.0,16.566667556762695
insert_jc_fix_3,19,strict,grasp,248.0,8.266666412353516
insert_jc_fix_3,19,strict,lift_clearance,312.0,10.399999618530273
insert_jc_fix_3,19,strict,assembly_region,370.0,12.333333015441895
insert_jc_fix_3,19,strict,axial_advance_candidate,,
insert_jc_fix_3,19,strict,terminal_settle_candidate,465.0,15.5
insert_jc_fix_3,19,strict,release,500.0,16.66666603088379
insert_jc_fix_3,19,main,grasp,248.0,8.266666412353516
insert_jc_fix_3,19,main,lift_clearance,312.0,10.399999618530273
insert_jc_fix_3,19,main,assembly_region,370.0,12.333333015441895
insert_jc_fix_3,19,main,axial_advance_candidate,437.0,14.566666603088379
insert_jc_fix_3,19,main,terminal_settle_candidate,465.0,15.5
insert_jc_fix_3,19,main,release,500.0,16.66666603088379
insert_jc_fix_3,19,loose,grasp,248.0,8.266666412353516
insert_jc_fix_3,19,loose,lift_clearance,312.0,10.399999618530273
insert_jc_fix_3,19,loose,assembly_region,370.0,12.333333015441895
insert_jc_fix_3,19,loose,axial_advance_candidate,424.0,14.133333206176758
insert_jc_fix_3,19,loose,terminal_settle_candidate,465.0,15.5
insert_jc_fix_3,19,loose,release,500.0,16.66666603088379
insert_jc_fix_3,19,own_terminal_offline,grasp,248.0,8.266666412353516
insert_jc_fix_3,19,own_terminal_offline,lift_clearance,312.0,10.399999618530273
insert_jc_fix_3,19,own_terminal_offline,assembly_region,371.0,12.366666793823242
insert_jc_fix_3,19,own_terminal_offline,axial_advance_candidate,424.0,14.133333206176758
insert_jc_fix_3,19,own_terminal_offline,terminal_settle_candidate,465.0,15.5
insert_jc_fix_3,19,own_terminal_offline,release,500.0,16.66666603088379
insert_jc_fix_3,20,strict,grasp,185.0,6.166666507720947
insert_jc_fix_3,20,strict,lift_clearance,226.0,7.5333333015441895
insert_jc_fix_3,20,strict,assembly_region,263.0,8.766666412353516
insert_jc_fix_3,20,strict,axial_advance_candidate,,
insert_jc_fix_3,20,strict,terminal_settle_candidate,,
insert_jc_fix_3,20,strict,release,485.0,16.16666603088379
insert_jc_fix_3,20,main,grasp,185.0,6.166666507720947
insert_jc_fix_3,20,main,lift_clearance,226.0,7.5333333015441895
insert_jc_fix_3,20,main,assembly_region,263.0,8.766666412353516
insert_jc_fix_3,20,main,axial_advance_candidate,355.0,11.833333015441895
insert_jc_fix_3,20,main,terminal_settle_candidate,367.0,12.233333587646484
insert_jc_fix_3,20,main,release,485.0,16.16666603088379
insert_jc_fix_3,20,loose,grasp,185.0,6.166666507720947
insert_jc_fix_3,20,loose,lift_clearance,226.0,7.5333333015441895
insert_jc_fix_3,20,loose,assembly_region,263.0,8.766666412353516
insert_jc_fix_3,20,loose,axial_advance_candidate,328.0,10.933333396911621
insert_jc_fix_3,20,loose,terminal_settle_candidate,367.0,12.233333587646484
insert_jc_fix_3,20,loose,release,485.0,16.16666603088379
insert_jc_fix_3,20,own_terminal_offline,grasp,185.0,6.166666507720947
insert_jc_fix_3,20,own_terminal_offline,lift_clearance,226.0,7.5333333015441895
insert_jc_fix_3,20,own_terminal_offline,assembly_region,262.0,8.733333587646484
insert_jc_fix_3,20,own_terminal_offline,axial_advance_candidate,328.0,10.933333396911621
insert_jc_fix_3,20,own_terminal_offline,terminal_settle_candidate,367.0,12.233333587646484
insert_jc_fix_3,20,own_terminal_offline,release,485.0,16.16666603088379
insert_jc_fix_3,21,strict,grasp,202.0,6.733333110809326
insert_jc_fix_3,21,strict,lift_clearance,249.0,8.300000190734863
insert_jc_fix_3,21,strict,assembly_region,298.0,9.933333396911621
insert_jc_fix_3,21,strict,axial_advance_candidate,348.0,11.600000381469727
insert_jc_fix_3,21,strict,terminal_settle_candidate,478.0,15.933333396911621
insert_jc_fix_3,21,strict,release,523.0,17.433332443237305
insert_jc_fix_3,21,main,grasp,202.0,6.733333110809326
insert_jc_fix_3,21,main,lift_clearance,249.0,8.300000190734863
insert_jc_fix_3,21,main,assembly_region,298.0,9.933333396911621
insert_jc_fix_3,21,main,axial_advance_candidate,326.0,10.866666793823242
insert_jc_fix_3,21,main,terminal_settle_candidate,478.0,15.933333396911621
insert_jc_fix_3,21,main,release,523.0,17.433332443237305
insert_jc_fix_3,21,loose,grasp,202.0,6.733333110809326
insert_jc_fix_3,21,loose,lift_clearance,249.0,8.300000190734863
insert_jc_fix_3,21,loose,assembly_region,298.0,9.933333396911621
insert_jc_fix_3,21,loose,axial_advance_candidate,316.0,10.533333778381348
insert_jc_fix_3,21,loose,terminal_settle_candidate,478.0,15.933333396911621
insert_jc_fix_3,21,loose,release,523.0,17.433332443237305
insert_jc_fix_3,21,own_terminal_offline,grasp,202.0,6.733333110809326
insert_jc_fix_3,21,own_terminal_offline,lift_clearance,249.0,8.300000190734863
insert_jc_fix_3,21,own_terminal_offline,assembly_region,300.0,10.0
insert_jc_fix_3,21,own_terminal_offline,axial_advance_candidate,331.0,11.033333778381348
insert_jc_fix_3,21,own_terminal_offline,terminal_settle_candidate,478.0,15.933333396911621
insert_jc_fix_3,21,own_terminal_offline,release,523.0,17.433332443237305
insert_jc_fix_3,22,strict,grasp,158.0,5.266666889190674
insert_jc_fix_3,22,strict,lift_clearance,201.0,6.699999809265137
insert_jc_fix_3,22,strict,assembly_region,253.0,8.433333396911621
insert_jc_fix_3,22,strict,axial_advance_candidate,314.0,10.466666221618652
insert_jc_fix_3,22,strict,terminal_settle_candidate,417.0,13.899999618530273
insert_jc_fix_3,22,strict,release,448.0,14.933333396911621
insert_jc_fix_3,22,main,grasp,158.0,5.266666889190674
insert_jc_fix_3,22,main,lift_clearance,201.0,6.699999809265137
insert_jc_fix_3,22,main,assembly_region,253.0,8.433333396911621
insert_jc_fix_3,22,main,axial_advance_candidate,279.0,9.300000190734863
insert_jc_fix_3,22,main,terminal_settle_candidate,417.0,13.899999618530273
insert_jc_fix_3,22,main,release,448.0,14.933333396911621
insert_jc_fix_3,22,loose,grasp,158.0,5.266666889190674
insert_jc_fix_3,22,loose,lift_clearance,201.0,6.699999809265137
insert_jc_fix_3,22,loose,assembly_region,253.0,8.433333396911621
insert_jc_fix_3,22,loose,axial_advance_candidate,279.0,9.300000190734863
insert_jc_fix_3,22,loose,terminal_settle_candidate,417.0,13.899999618530273
insert_jc_fix_3,22,loose,release,448.0,14.933333396911621
insert_jc_fix_3,22,own_terminal_offline,grasp,158.0,5.266666889190674
insert_jc_fix_3,22,own_terminal_offline,lift_clearance,201.0,6.699999809265137
insert_jc_fix_3,22,own_terminal_offline,assembly_region,255.0,8.5
insert_jc_fix_3,22,own_terminal_offline,axial_advance_candidate,279.0,9.300000190734863
insert_jc_fix_3,22,own_terminal_offline,terminal_settle_candidate,417.0,13.899999618530273
insert_jc_fix_3,22,own_terminal_offline,release,448.0,14.933333396911621
insert_jc_fix_3,23,strict,grasp,156.0,5.199999809265137
insert_jc_fix_3,23,strict,lift_clearance,196.0,6.5333333015441895
insert_jc_fix_3,23,strict,assembly_region,237.0,7.900000095367432
insert_jc_fix_3,23,strict,axial_advance_candidate,293.0,9.766666412353516
insert_jc_fix_3,23,strict,terminal_settle_candidate,391.0,13.033333778381348
insert_jc_fix_3,23,strict,release,481.0,16.03333282470703
insert_jc_fix_3,23,main,grasp,156.0,5.199999809265137
insert_jc_fix_3,23,main,lift_clearance,196.0,6.5333333015441895
insert_jc_fix_3,23,main,assembly_region,237.0,7.900000095367432
insert_jc_fix_3,23,main,axial_advance_candidate,293.0,9.766666412353516
insert_jc_fix_3,23,main,terminal_settle_candidate,391.0,13.033333778381348
insert_jc_fix_3,23,main,release,481.0,16.03333282470703
insert_jc_fix_3,23,loose,grasp,156.0,5.199999809265137
insert_jc_fix_3,23,loose,lift_clearance,196.0,6.5333333015441895
insert_jc_fix_3,23,loose,assembly_region,237.0,7.900000095367432
insert_jc_fix_3,23,loose,axial_advance_candidate,269.0,8.966666221618652
insert_jc_fix_3,23,loose,terminal_settle_candidate,391.0,13.033333778381348
insert_jc_fix_3,23,loose,release,481.0,16.03333282470703
insert_jc_fix_3,23,own_terminal_offline,grasp,156.0,5.199999809265137
insert_jc_fix_3,23,own_terminal_offline,lift_clearance,196.0,6.5333333015441895
insert_jc_fix_3,23,own_terminal_offline,assembly_region,238.0,7.933333396911621
insert_jc_fix_3,23,own_terminal_offline,axial_advance_candidate,293.0,9.766666412353516
insert_jc_fix_3,23,own_terminal_offline,terminal_settle_candidate,391.0,13.033333778381348
insert_jc_fix_3,23,own_terminal_offline,release,481.0,16.03333282470703
insert_jc_fix_3,24,strict,grasp,133.0,4.433333396911621
insert_jc_fix_3,24,strict,lift_clearance,169.0,5.633333206176758
insert_jc_fix_3,24,strict,assembly_region,197.0,6.566666603088379
insert_jc_fix_3,24,strict,axial_advance_candidate,315.0,10.5
insert_jc_fix_3,24,strict,terminal_settle_candidate,391.0,13.033333778381348
insert_jc_fix_3,24,strict,release,424.0,14.133333206176758
insert_jc_fix_3,24,main,grasp,133.0,4.433333396911621
insert_jc_fix_3,24,main,lift_clearance,169.0,5.633333206176758
insert_jc_fix_3,24,main,assembly_region,197.0,6.566666603088379
insert_jc_fix_3,24,main,axial_advance_candidate,227.0,7.566666603088379
insert_jc_fix_3,24,main,terminal_settle_candidate,391.0,13.033333778381348
insert_jc_fix_3,24,main,release,424.0,14.133333206176758
insert_jc_fix_3,24,loose,grasp,133.0,4.433333396911621
insert_jc_fix_3,24,loose,lift_clearance,169.0,5.633333206176758
insert_jc_fix_3,24,loose,assembly_region,197.0,6.566666603088379
insert_jc_fix_3,24,loose,axial_advance_candidate,227.0,7.566666603088379
insert_jc_fix_3,24,loose,terminal_settle_candidate,391.0,13.033333778381348
insert_jc_fix_3,24,loose,release,424.0,14.133333206176758
insert_jc_fix_3,24,own_terminal_offline,grasp,133.0,4.433333396911621
insert_jc_fix_3,24,own_terminal_offline,lift_clearance,169.0,5.633333206176758
insert_jc_fix_3,24,own_terminal_offline,assembly_region,197.0,6.566666603088379
insert_jc_fix_3,24,own_terminal_offline,axial_advance_candidate,227.0,7.566666603088379
insert_jc_fix_3,24,own_terminal_offline,terminal_settle_candidate,391.0,13.033333778381348
insert_jc_fix_3,24,own_terminal_offline,release,424.0,14.133333206176758
insert_jc_fix_3,25,strict,grasp,132.0,4.400000095367432
insert_jc_fix_3,25,strict,lift_clearance,164.0,5.4666666984558105
insert_jc_fix_3,25,strict,assembly_region,212.0,7.066666603088379
insert_jc_fix_3,25,strict,axial_advance_candidate,234.0,7.800000190734863
insert_jc_fix_3,25,strict,terminal_settle_candidate,429.0,14.300000190734863
insert_jc_fix_3,25,strict,release,456.0,15.199999809265137
insert_jc_fix_3,25,main,grasp,132.0,4.400000095367432
insert_jc_fix_3,25,main,lift_clearance,164.0,5.4666666984558105
insert_jc_fix_3,25,main,assembly_region,212.0,7.066666603088379
insert_jc_fix_3,25,main,axial_advance_candidate,234.0,7.800000190734863
insert_jc_fix_3,25,main,terminal_settle_candidate,370.0,12.333333015441895
insert_jc_fix_3,25,main,release,456.0,15.199999809265137
insert_jc_fix_3,25,loose,grasp,132.0,4.400000095367432
insert_jc_fix_3,25,loose,lift_clearance,164.0,5.4666666984558105
insert_jc_fix_3,25,loose,assembly_region,212.0,7.066666603088379
insert_jc_fix_3,25,loose,axial_advance_candidate,234.0,7.800000190734863
insert_jc_fix_3,25,loose,terminal_settle_candidate,370.0,12.333333015441895
insert_jc_fix_3,25,loose,release,456.0,15.199999809265137
insert_jc_fix_3,25,own_terminal_offline,grasp,132.0,4.400000095367432
insert_jc_fix_3,25,own_terminal_offline,lift_clearance,164.0,5.4666666984558105
insert_jc_fix_3,25,own_terminal_offline,assembly_region,214.0,7.133333206176758
insert_jc_fix_3,25,own_terminal_offline,axial_advance_candidate,234.0,7.800000190734863
insert_jc_fix_3,25,own_terminal_offline,terminal_settle_candidate,370.0,12.333333015441895
insert_jc_fix_3,25,own_terminal_offline,release,456.0,15.199999809265137
insert_jc_fix_3,26,strict,grasp,143.0,4.766666889190674
insert_jc_fix_3,26,strict,lift_clearance,177.0,5.900000095367432
insert_jc_fix_3,26,strict,assembly_region,218.0,7.266666889190674
insert_jc_fix_3,26,strict,axial_advance_candidate,235.0,7.833333492279053
insert_jc_fix_3,26,strict,terminal_settle_candidate,,
insert_jc_fix_3,26,strict,release,437.0,14.566666603088379
insert_jc_fix_3,26,main,grasp,143.0,4.766666889190674
insert_jc_fix_3,26,main,lift_clearance,177.0,5.900000095367432
insert_jc_fix_3,26,main,assembly_region,218.0,7.266666889190674
insert_jc_fix_3,26,main,axial_advance_candidate,235.0,7.833333492279053
insert_jc_fix_3,26,main,terminal_settle_candidate,333.0,11.100000381469727
insert_jc_fix_3,26,main,release,437.0,14.566666603088379
insert_jc_fix_3,26,loose,grasp,143.0,4.766666889190674
insert_jc_fix_3,26,loose,lift_clearance,177.0,5.900000095367432
insert_jc_fix_3,26,loose,assembly_region,218.0,7.266666889190674
insert_jc_fix_3,26,loose,axial_advance_candidate,235.0,7.833333492279053
insert_jc_fix_3,26,loose,terminal_settle_candidate,333.0,11.100000381469727
insert_jc_fix_3,26,loose,release,437.0,14.566666603088379
insert_jc_fix_3,26,own_terminal_offline,grasp,143.0,4.766666889190674
insert_jc_fix_3,26,own_terminal_offline,lift_clearance,177.0,5.900000095367432
insert_jc_fix_3,26,own_terminal_offline,assembly_region,220.0,7.333333492279053
insert_jc_fix_3,26,own_terminal_offline,axial_advance_candidate,253.0,8.433333396911621
insert_jc_fix_3,26,own_terminal_offline,terminal_settle_candidate,333.0,11.100000381469727
insert_jc_fix_3,26,own_terminal_offline,release,437.0,14.566666603088379
insert_jc_fix_3,27,strict,grasp,198.0,6.599999904632568
insert_jc_fix_3,27,strict,lift_clearance,219.0,7.300000190734863
insert_jc_fix_3,27,strict,assembly_region,276.0,9.199999809265137
insert_jc_fix_3,27,strict,axial_advance_candidate,319.0,10.633333206176758
insert_jc_fix_3,27,strict,terminal_settle_candidate,449.0,14.966666221618652
insert_jc_fix_3,27,strict,release,505.0,16.83333396911621
insert_jc_fix_3,27,main,grasp,198.0,6.599999904632568
insert_jc_fix_3,27,main,lift_clearance,219.0,7.300000190734863
insert_jc_fix_3,27,main,assembly_region,276.0,9.199999809265137
insert_jc_fix_3,27,main,axial_advance_candidate,304.0,10.133333206176758
insert_jc_fix_3,27,main,terminal_settle_candidate,449.0,14.966666221618652
insert_jc_fix_3,27,main,release,505.0,16.83333396911621
insert_jc_fix_3,27,loose,grasp,198.0,6.599999904632568
insert_jc_fix_3,27,loose,lift_clearance,219.0,7.300000190734863
insert_jc_fix_3,27,loose,assembly_region,276.0,9.199999809265137
insert_jc_fix_3,27,loose,axial_advance_candidate,304.0,10.133333206176758
insert_jc_fix_3,27,loose,terminal_settle_candidate,449.0,14.966666221618652
insert_jc_fix_3,27,loose,release,505.0,16.83333396911621
insert_jc_fix_3,27,own_terminal_offline,grasp,198.0,6.599999904632568
insert_jc_fix_3,27,own_terminal_offline,lift_clearance,219.0,7.300000190734863
insert_jc_fix_3,27,own_terminal_offline,assembly_region,277.0,9.233333587646484
insert_jc_fix_3,27,own_terminal_offline,axial_advance_candidate,308.0,10.266666412353516
insert_jc_fix_3,27,own_terminal_offline,terminal_settle_candidate,449.0,14.966666221618652
insert_jc_fix_3,27,own_terminal_offline,release,505.0,16.83333396911621
insert_jc_fix_3,28,strict,grasp,185.0,6.166666507720947
insert_jc_fix_3,28,strict,lift_clearance,222.0,7.400000095367432
insert_jc_fix_3,28,strict,assembly_region,260.0,8.666666984558105
insert_jc_fix_3,28,strict,axial_advance_candidate,,
insert_jc_fix_3,28,strict,terminal_settle_candidate,362.0,12.066666603088379
insert_jc_fix_3,28,strict,release,468.0,15.600000381469727
insert_jc_fix_3,28,main,grasp,185.0,6.166666507720947
insert_jc_fix_3,28,main,lift_clearance,222.0,7.400000095367432
insert_jc_fix_3,28,main,assembly_region,260.0,8.666666984558105
insert_jc_fix_3,28,main,axial_advance_candidate,311.0,10.366666793823242
insert_jc_fix_3,28,main,terminal_settle_candidate,357.0,11.899999618530273
insert_jc_fix_3,28,main,release,468.0,15.600000381469727
insert_jc_fix_3,28,loose,grasp,185.0,6.166666507720947
insert_jc_fix_3,28,loose,lift_clearance,222.0,7.400000095367432
insert_jc_fix_3,28,loose,assembly_region,260.0,8.666666984558105
insert_jc_fix_3,28,loose,axial_advance_candidate,311.0,10.366666793823242
insert_jc_fix_3,28,loose,terminal_settle_candidate,357.0,11.899999618530273
insert_jc_fix_3,28,loose,release,468.0,15.600000381469727
insert_jc_fix_3,28,own_terminal_offline,grasp,185.0,6.166666507720947
insert_jc_fix_3,28,own_terminal_offline,lift_clearance,222.0,7.400000095367432
insert_jc_fix_3,28,own_terminal_offline,assembly_region,260.0,8.666666984558105
insert_jc_fix_3,28,own_terminal_offline,axial_advance_candidate,311.0,10.366666793823242
insert_jc_fix_3,28,own_terminal_offline,terminal_settle_candidate,357.0,11.899999618530273
insert_jc_fix_3,28,own_terminal_offline,release,468.0,15.600000381469727
insert_jc_fix_3,29,strict,grasp,176.0,5.866666793823242
insert_jc_fix_3,29,strict,lift_clearance,215.0,7.166666507720947
insert_jc_fix_3,29,strict,assembly_region,252.0,8.399999618530273
insert_jc_fix_3,29,strict,axial_advance_candidate,280.0,9.333333015441895
insert_jc_fix_3,29,strict,terminal_settle_candidate,348.0,11.600000381469727
insert_jc_fix_3,29,strict,release,469.0,15.633333206176758
insert_jc_fix_3,29,main,grasp,176.0,5.866666793823242
insert_jc_fix_3,29,main,lift_clearance,215.0,7.166666507720947
insert_jc_fix_3,29,main,assembly_region,252.0,8.399999618530273
insert_jc_fix_3,29,main,axial_advance_candidate,269.0,8.966666221618652
insert_jc_fix_3,29,main,terminal_settle_candidate,348.0,11.600000381469727
insert_jc_fix_3,29,main,release,469.0,15.633333206176758
insert_jc_fix_3,29,loose,grasp,176.0,5.866666793823242
insert_jc_fix_3,29,loose,lift_clearance,215.0,7.166666507720947
insert_jc_fix_3,29,loose,assembly_region,252.0,8.399999618530273
insert_jc_fix_3,29,loose,axial_advance_candidate,269.0,8.966666221618652
insert_jc_fix_3,29,loose,terminal_settle_candidate,348.0,11.600000381469727
insert_jc_fix_3,29,loose,release,469.0,15.633333206176758
insert_jc_fix_3,29,own_terminal_offline,grasp,176.0,5.866666793823242
insert_jc_fix_3,29,own_terminal_offline,lift_clearance,215.0,7.166666507720947
insert_jc_fix_3,29,own_terminal_offline,assembly_region,252.0,8.399999618530273
insert_jc_fix_3,29,own_terminal_offline,axial_advance_candidate,269.0,8.966666221618652
insert_jc_fix_3,29,own_terminal_offline,terminal_settle_candidate,348.0,11.600000381469727
insert_jc_fix_3,29,own_terminal_offline,release,469.0,15.633333206176758
insert_jc_fix_3,30,strict,grasp,189.0,6.300000190734863
insert_jc_fix_3,30,strict,lift_clearance,224.0,7.4666666984558105
insert_jc_fix_3,30,strict,assembly_region,265.0,8.833333015441895
insert_jc_fix_3,30,strict,axial_advance_candidate,369.0,12.300000190734863
insert_jc_fix_3,30,strict,terminal_settle_candidate,388.0,12.933333396911621
insert_jc_fix_3,30,strict,release,481.0,16.03333282470703
insert_jc_fix_3,30,main,grasp,189.0,6.300000190734863
insert_jc_fix_3,30,main,lift_clearance,224.0,7.4666666984558105
insert_jc_fix_3,30,main,assembly_region,265.0,8.833333015441895
insert_jc_fix_3,30,main,axial_advance_candidate,369.0,12.300000190734863
insert_jc_fix_3,30,main,terminal_settle_candidate,388.0,12.933333396911621
insert_jc_fix_3,30,main,release,481.0,16.03333282470703
insert_jc_fix_3,30,loose,grasp,189.0,6.300000190734863
insert_jc_fix_3,30,loose,lift_clearance,224.0,7.4666666984558105
insert_jc_fix_3,30,loose,assembly_region,265.0,8.833333015441895
insert_jc_fix_3,30,loose,axial_advance_candidate,369.0,12.300000190734863
insert_jc_fix_3,30,loose,terminal_settle_candidate,388.0,12.933333396911621
insert_jc_fix_3,30,loose,release,481.0,16.03333282470703
insert_jc_fix_3,30,own_terminal_offline,grasp,189.0,6.300000190734863
insert_jc_fix_3,30,own_terminal_offline,lift_clearance,224.0,7.4666666984558105
insert_jc_fix_3,30,own_terminal_offline,assembly_region,265.0,8.833333015441895
insert_jc_fix_3,30,own_terminal_offline,axial_advance_candidate,369.0,12.300000190734863
insert_jc_fix_3,30,own_terminal_offline,terminal_settle_candidate,388.0,12.933333396911621
insert_jc_fix_3,30,own_terminal_offline,release,481.0,16.03333282470703
insert_jc_fix_3,31,strict,grasp,141.0,4.699999809265137
insert_jc_fix_3,31,strict,lift_clearance,169.0,5.633333206176758
insert_jc_fix_3,31,strict,assembly_region,197.0,6.566666603088379
insert_jc_fix_3,31,strict,axial_advance_candidate,270.0,9.0
insert_jc_fix_3,31,strict,terminal_settle_candidate,,
insert_jc_fix_3,31,strict,release,435.0,14.5
insert_jc_fix_3,31,main,grasp,141.0,4.699999809265137
insert_jc_fix_3,31,main,lift_clearance,169.0,5.633333206176758
insert_jc_fix_3,31,main,assembly_region,197.0,6.566666603088379
insert_jc_fix_3,31,main,axial_advance_candidate,245.0,8.166666984558105
insert_jc_fix_3,31,main,terminal_settle_candidate,313.0,10.433333396911621
insert_jc_fix_3,31,main,release,435.0,14.5
insert_jc_fix_3,31,loose,grasp,141.0,4.699999809265137
insert_jc_fix_3,31,loose,lift_clearance,169.0,5.633333206176758
insert_jc_fix_3,31,loose,assembly_region,197.0,6.566666603088379
insert_jc_fix_3,31,loose,axial_advance_candidate,245.0,8.166666984558105
insert_jc_fix_3,31,loose,terminal_settle_candidate,313.0,10.433333396911621
insert_jc_fix_3,31,loose,release,435.0,14.5
insert_jc_fix_3,31,own_terminal_offline,grasp,141.0,4.699999809265137
insert_jc_fix_3,31,own_terminal_offline,lift_clearance,169.0,5.633333206176758
insert_jc_fix_3,31,own_terminal_offline,assembly_region,198.0,6.599999904632568
insert_jc_fix_3,31,own_terminal_offline,axial_advance_candidate,245.0,8.166666984558105
insert_jc_fix_3,31,own_terminal_offline,terminal_settle_candidate,313.0,10.433333396911621
insert_jc_fix_3,31,own_terminal_offline,release,435.0,14.5
insert_jc_fix_3,32,strict,grasp,173.0,5.766666889190674
insert_jc_fix_3,32,strict,lift_clearance,216.0,7.199999809265137
insert_jc_fix_3,32,strict,assembly_region,273.0,9.100000381469727
insert_jc_fix_3,32,strict,axial_advance_candidate,289.0,9.633333206176758
insert_jc_fix_3,32,strict,terminal_settle_candidate,,
insert_jc_fix_3,32,strict,release,470.0,15.666666984558105
insert_jc_fix_3,32,main,grasp,173.0,5.766666889190674
insert_jc_fix_3,32,main,lift_clearance,216.0,7.199999809265137
insert_jc_fix_3,32,main,assembly_region,273.0,9.100000381469727
insert_jc_fix_3,32,main,axial_advance_candidate,289.0,9.633333206176758
insert_jc_fix_3,32,main,terminal_settle_candidate,390.0,13.0
insert_jc_fix_3,32,main,release,470.0,15.666666984558105
insert_jc_fix_3,32,loose,grasp,173.0,5.766666889190674
insert_jc_fix_3,32,loose,lift_clearance,216.0,7.199999809265137
insert_jc_fix_3,32,loose,assembly_region,273.0,9.100000381469727
insert_jc_fix_3,32,loose,axial_advance_candidate,289.0,9.633333206176758
