time_s,nominal_frame,event_progress,alpha_pitch,applied_rotation_deg,delta_x_mm,delta_y_mm,delta_z_mm
2.7,280.271225088,1.2054245017599998,0.40013781346728944,4.001378134672894,5.952728468874846,-6.1151012127563655,-2.278920181989635
2.7333333333333334,280.61582696996027,1.2123165393992053,0.430154003872338,4.30154003872338,6.396220302119171,-6.571438863430535,-2.3922949059300147
2.7666666666666666,280.96702327872134,1.2193404655744269,0.46074459500131554,4.6074459500131555,6.848024318549695,-7.036438640027495,-2.4995683524856593
2.8,281.3248297465679,1.226496594931358,0.4939503386796886,4.939503386796886,7.339248955269162,-7.541993356787624,-2.6174848156558514
2.8333333333333335,281.6892608037393,1.2337852160747855,0.5279817396173044,5.279817396173044,7.842783558383304,-8.060317513379669,-2.7307941014324544
2.8666666666666667,282.06032958759863,1.2412065917519726,0.5628576383766631,5.628576383766632,8.358585465535139,-8.591299755595388,-2.844567864188879
2.9,282.43804795180245,1.248760959036049,0.5995363639282214,5.995363639282214,8.899373282754919,-9.14763017037426,-2.991963578469453
2.933333333333333,282.8224264754698,1.256448529509396,0.636861831031802,6.368618310318021,9.44945671993569,-9.71358585004109,-3.13718505113561
2.966666666666667,283.21347447235155,1.264269489447031,0.6746459397887018,6.746459397887018,10.006994251451573,-10.287510977842377,-3.2617500886723274
3.0,283.6112,1.272224,0.7129153462308468,7.1291534623084685,10.572563889785558,-10.870009045883103,-3.3651481259126816
3.033333333333333,284.0156098689379,1.2803121973787575,0.7517185539708164,7.517185539708164,11.146033279522683,-11.460756877280694,-3.4614341388332637
3.0666666666666664,284.4267096518279,1.2885341930365577,0.7883944750405663,7.883944750405663,11.681588383989027,-12.012415764716858,-3.5537890389917837
3.1,284.844503692642,1.2968900738528397,0.8256676186958365,8.256676186958366,12.225528442581846,-12.572808154721365,-3.640325136128747
3.1333333333333333,285.2689951158307,1.3053799023166142,0.8603286293935904,8.603286293935904,12.725798534914624,-13.088058776164772,-3.7312860810625734
3.1666666666666665,285.70018583549256,1.3140037167098513,0.8936520035479787,8.936520035479788,13.202554633315655,-13.578993228734863,-3.82535940399642
3.2,286.1380765645432,1.3227615312908643,0.9254414594813433,9.254414594813433,13.647908145215325,-14.038084032544099,-3.876103820685067
3.2333333333333334,286.582666823885,1.3316533364777001,0.9531941161085087,9.531941161085086,14.015030108424643,-14.417699247642052,-3.8298490064319344
3.2666666666666666,287.0339549515761,1.3406790990315223,0.9808132278154378,9.808132278154378,14.374047485752994,-14.789166214787459,-3.7671245297329072
3.3,287.491938112,1.3498387622400003,1.0019613289705827,10.019613289705827,14.588982660126648,-15.013002447964524,-3.6204878160972784
3.3333333333333335,287.9566123050348,1.3591322461006963,1.0234183992030113,10.234183992030113,14.803612353182505,-15.236688557846323,-3.4614006907282837
3.3666666666666667,288.42797237522245,1.3685594475044491,1.0389601234980725,10.389601234980725,14.85008025637924,-15.288997944071598,-3.1345586824008675
3.4,288.90601202093825,1.378120240418765,1.0540821507676297,10.540821507676297,14.875315800668254,-15.319821816889318,-2.7750252204353787
3.433333333333333,289.39072380356004,1.3878144760712008,1.0648767052706567,10.648767052706567,14.86457831261989,-15.312292125628332,-2.5071514388662894
3.466666666666667,289.88209915663754,1.3976419831327507,1.0747129118420586,10.747129118420586,14.843224706443392,-15.293578750157188,-2.2561588974581435
3.5,290.3801283950617,1.4076025679012343,1.0808998822006064,10.808998822006064,14.79722651925741,-15.248558934997686,-2.0702961727869784
3.533333333333333,290.8848007242343,1.4176960144846862,1.0859805693227749,10.859805693227749,14.74254575758238,-15.194329535063902,-1.9029730516772203
3.5666666666666664,291.3961042492368,1.4279220849847365,1.0878582281775688,10.878582281775689,14.571437168427238,-15.020498014869752,-1.6909631865918706
3.6,291.914025984,1.4382805196799995,1.0887969278162029,10.887969278162029,14.363907447037194,-14.809270199890188,-1.4636313299107029
3.6333333333333333,292.4385518604733,1.448771037209466,1.086837802708777,10.86837802708777,14.167115582879752,-14.608100076957745,-1.3137268062018148
3.6666666666666665,292.96966673779406,1.4593933347558812,1.084276463545836,10.842764635458359,13.97121196035178,-14.407650815089172,-1.1785993488692414
3.6999999999999997,293.5073544114568,1.4701470882291359,1.0789340232588278,10.789340232588279,13.85614085369724,-14.290566939226256,-1.0497040187582851
3.7333333333333334,294.05159762248275,1.481031952449655,1.0731510689844084,10.731510689844084,13.748540990905834,-14.181237751936845,-0.9176675255777034
3.7666666666666666,294.60237806658904,1.4920475613317807,1.0652792297831761,10.65279229783176,13.673738791299295,-14.106188686969903,-0.7538959519543809
3.8,295.159676403358,1.5031935280671598,1.0569836189178574,10.569836189178574,13.593350666835647,-14.025167251335832,-0.6056227920829549
3.8333333333333335,295.7234722654067,1.5144694453081342,1.0477583975088993,10.477583975088994,13.500976314084756,-13.931262459850254,-0.4957216614021598
3.8666666666666667,296.29374426755595,1.525874885351119,1.0385661001171396,10.385661001171396,13.420850293088149,-13.850153892435573,-0.37440106112401894
3.9,296.870470016,1.5374094003200003,1.029402004195784,10.294020041957841,13.352127810669522,-13.780959622841275,-0.2423991731594355
3.933333333333333,297.4536261174756,1.5490725223495123,1.0213151246999492,10.213151246999493,13.279466573709264,-13.707566234494124,-0.1204118269976795
3.966666666666667,298.04318818843143,1.5608637637686287,1.0137376848584823,10.137376848584822,13.204309604030517,-13.631594678310806,0.0014490846234893606
4.0,298.6391308641975,1.5727826172839503,1.0093750445032859,10.093750445032859,13.121828131026469,-13.548570913371444,0.1616838952479549
4.033333333333333,299.24142780815447,1.5848285561630893,1.0060296938531927,10.060296938531927,13.032881250512496,-13.458945656947149,0.32742832405308064
4.066666666666666,299.8500517209027,1.5970010344180539,1.0042560072784985,10.042560072784985,12.93455302511215,-13.359751686844113,0.501927474573477
4.1,300.4649743494321,1.6092994869886423,1.0025631443207432,10.025631443207432,12.837154332249078,-13.26169777489912,0.6900226711896718
4.133333333333333,301.086166496291,1.6217233299258202,1.0010392214508725,10.010392214508725,12.745342707517926,-13.169443666740388,0.8805251000869596
4.166666666666667,301.71359802875577,1.6342719605751155,1.0004651219760725,10.004651219760724,12.689130388562674,-13.113720270784752,1.054412339998867
4.2,302.347237888,1.64694475776,1.0002345325292552,10.002345325292552,12.637528397158926,-13.062481337452692,1.20757590469861
4.233333333333333,302.98705409826385,1.6597410819652771,1.0002925154145024,10.002925154145023,12.58969583917291,-13.01490738251608,1.3436790952399136
4.266666666666667,303.6330137760236,1.6726602755204714,1.0009807255236718,10.009807255236717,12.560753930872192,-12.985325858723085,1.3660485061559036
4.3,304.2850831391605,1.6857016627832104,1.0018910062292206,10.018910062292205,12.536307423463011,-12.959751141574646,1.3406441762077725
4.333333333333333,304.94322751613066,1.6988645503226132,1.003072954020867,10.03072954020867,12.517296110943432,-12.938995549145197,1.2555700132136638
4.366666666666666,305.6074113551341,1.712148227102682,1.0045242976044206,10.045242976044207,12.507142887896672,-12.927926803832978,1.2113430448981721
4.4,306.2775982332839,1.7255519646656785,1.0060806306148768,10.060806306148768,12.488489912636958,-12.907977844364856,1.159172597754582
4.433333333333334,306.95375086577616,1.7390750173155232,1.0077471105791787,10.077471105791787,12.456415245003182,-12.873948983382858,1.0901314499976444
4.466666666666667,307.63583111505847,1.7527166223011692,1.0094184932075567,10.094184932075567,12.458177642104328,-12.87517868164506,1.045697812824098
4.5,308.3238,1.7664760000000002,1.0110390400154035,10.110390400154035,12.473572508504894,-12.890551520790675,1.0065046012804335
4.533333333333333,309.0176177050604,1.7803523541012076,1.012594232789249,10.12594232789249,12.501968368946015,-12.919394274190019,0.9709455815606338
4.566666666666666,309.7172435894593,1.7943448717891863,1.013933604095146,10.139336040951461,12.5385508677327,-12.956510514491647,0.9219707869614902
4.6,310.4226361963457,1.8084527239269141,1.015039814396495,10.15039814396495,12.554929736106835,-12.972991659913488,0.8897443763052348
4.633333333333333,311.13375326196694,1.8226750652393389,1.0159450026034011,10.159450026034012,12.546125826255583,-12.963654677618244,0.8710438347099003
4.666666666666667,311.8505517248387,1.8370110344967736,1.0166603358210977,10.166603358210978,12.487371299962247,-12.902874643172801,0.8616763724170751
4.7,312.57298773491357,1.8514597546982714,1.0168678190904752,10.168678190904751,12.354232595135016,-12.766372731006989,0.9328711792272182
4.733333333333333,313.301016662751,1.8660203332550203,1.016892326238544,10.16892326238544,12.22255378345427,-12.631495983392984,1.0129592518166308
4.766666666666667,314.0345931086863,1.8806918621737259,1.016816571372659,10.168165713726589,12.122931347446242,-12.529468264111983,1.0746154322044676
4.8,314.773670912,1.89547341824,1.0161392156468867,10.161392156468867,12.057651957281479,-12.462724838551765,1.1234607708897892
4.833333333333333,315.5182031600874,1.9103640632017482,1.0154111469903606,10.154111469903606,11.995875064046203,-12.399624846273715,1.174385840578357
4.866666666666666,316.2681421976276,1.9253628439525516,1.0145273743126144,10.145273743126143,11.913010018663295,-12.314986211973592,1.2427823160156282
4.9,317.0234396357531,1.9404687927150621,1.0133996705073436,10.133996705073436,11.78888121902344,-12.188120467350878,1.339196938815096
4.933333333333334,317.78404636121894,1.9556809272243787,1.0122071130500547,10.122071130500547,11.656015384933882,-12.051429735665101,1.374939881055609
4.966666666666667,318.5499125455721,1.9709982509114423,1.0109965882782763,10.109965882782763,11.453353552790869,-11.842796884021345,1.4191473008400013
5.0,319.32098765432096,1.9864197530864192,1.0097857619279242,10.097857619279242,11.225639975678824,-11.608834829894846,1.5035269114605232
5.033333333333333,320.0972204561044,2.000525515978943,1.0087038018469914,10.087038018469913,11.017030131668548,-11.395199764641164,1.6334981876098553
5.066666666666666,320.8785590318614,2.0047489677397916,1.0084607669608705,10.084607669608705,10.91721675343027,-11.293282273443396,1.7183119240497813
5.1,321.664950784,2.0089997339675674,1.0082161602873267,10.082161602873267,10.809707320186712,-11.183686442000143,1.8232238107698806
5.133333333333333,322.45634244556703,2.0132775267327947,1.007969998395013,10.07969998395013,10.71198690435149,-11.084090549540473,1.920161659322156
5.166666666666667,323.25268008941725,2.0175820545373906,1.0077222980579352,10.077222980579352,10.618486447110499,-10.9888005822492,2.013288265329205
5.2,324.05390913738273,2.021913022364231,1.0075044578372698,10.075044578372697,10.517097984094615,-10.88549169555629,2.115782429303686
5.233333333333333,324.85997436944206,2.0262701317267138,1.0073252065949778,10.073252065949777,10.425340219860747,-10.791909350637951,2.202017814829149
5.266666666666667,325.6708199328899,2.030653080718324,1.007144892311748,10.071448923117481,10.369631931020141,-10.735068048948095,2.252469554524822
5.3,326.48638935150615,2.0350615640621954,1.0069635275466549,10.069635275466549,10.303765291022614,-10.66774857279712,2.3035904609747804
5.333333333333333,327.3066255347254,2.0394952731606777,1.006781124995388,10.06781124995388,10.241376362695508,-10.603977351855171,2.351547697655665
5.366666666666666,328.13147078680606,2.0439538961448975,1.0065976974882167,10.065976974882167,10.209145840719858,-10.571095787007573,2.3810739227700664
5.4,328.960866816,2.0484371179243244,1.0064132579879477,10.064132579879477,10.197663256334867,-10.559373795299699,2.391030679769507
5.433333333333334,329.79475474372157,2.0529446202363326,1.0062278195878884,10.062278195878884,10.199927505524343,-10.561558229161314,2.3794965351489896
5.466666666666667,330.6330751137172,2.0574760816957687,1.0060413955098066,10.060413955098067,10.199397702708612,-10.560941834588181,2.374263867069515
5.5,331.4757679012346,2.0620311778445113,1.005878017549367,10.05878017549367,10.200087274267133,-10.561558298577037,2.3670742781395084
5.533333333333333,332.32277252219194,2.0666095812010377,1.0057438013842388,10.057438013842388,10.204536237066852,-10.566084617541701,2.3620559492643913
5.566666666666666,333.17402784234764,2.0712109613099874,1.0056089116542548,10.056089116542548,10.209728657051386,-10.571608959429907,2.374405582571182
5.6,334.0294721864691,2.075834984791725,1.0054733581324586,10.054733581324587,10.207014869486608,-10.569377178076072,2.4173392675947705
5.633333333333333,334.8890433475027,2.0804813153919066,1.0053461575791018,10.053461575791019,10.22696835034731,-10.589817496509765,2.4053729133944324
5.666666666666667,335.7526785957425,2.0851496140310406,1.0052966644665047,10.052966644665046,10.282504119582647,-10.646927945077836,2.3886196620108713
5.7,336.620314688,2.0898395388540543,1.005246942073984,10.05246942073984,10.36234012496795,-10.73093350636195,2.508135079354268
5.733333333333333,337.49188787677326,2.0945507452798555,1.0051969940547751,10.051969940547751,10.430652014459696,-10.804868709278992,2.7652819885670143
5.766666666666667,338.3673339194163,2.099282886050899,1.005146824090488,10.05146824090488,10.47411589528513,-10.853640516827982,3.059246549273614
5.8,339.2465880873086,2.1040356112827494,1.0051001354880602,10.051001354880603,10.500662935196914,-10.884025405154512,3.2836905476605893
5.833333333333333,340.12958517502415,2.108808568513644,1.0050539083397154,10.050539083397155,10.51953906443237,-10.905056977397646,3.4000738577968646
