time_s,x_m,y_m,z_m,qx,qy,qz,qw,stage
0.0,0.5810494213906102,-0.08207384008602746,0.18073200439287457,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.03333333333333333,0.5810494213906102,-0.08207384008602746,0.18073171864586454,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.06666666666666667,0.5810494213906102,-0.08207384008602746,0.18072974706262765,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.1,0.5810494213906102,-0.08207384008602746,0.18072448193193708,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.13333333333333333,0.5810494213906102,-0.08207384008602746,0.18071439945460296,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.16666666666666666,0.5810494213906102,-0.08207384008602746,0.18069805829671332,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.2,0.5810494213906102,-0.08207384008602746,0.18067409814287458,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.23333333333333334,0.5810494213906102,-0.08207384008602746,0.1806412382494525,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.26666666666666666,0.5810494213906102,-0.08207384008602746,0.18059827599781283,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.3,0.5810494213906102,-0.08207384008602746,0.18054408544756206,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.3333333333333333,0.5810494213906102,-0.08207384008602746,0.18047761588978814,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.36666666666666664,0.5810494213906102,-0.08207384008602746,0.18039789040030127,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.4,0.5810494213906102,-0.08207384008602746,0.18030400439287456,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.43333333333333335,0.5810494213906102,-0.08207384008602746,0.1801951241724849,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.4666666666666667,0.5810494213906102,-0.08207384008602746,0.1800704854885536,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.5,0.5810494213906102,-0.08207384008602746,0.17992939208818706,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.5333333333333333,0.5810494213906102,-0.08207384008602746,0.17977121426941778,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.5666666666666667,0.5810494213906102,-0.08207384008602746,0.17959538743444478,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.6,0.5810494213906102,-0.08207384008602746,0.17940141064287457,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.6333333333333333,0.5810494213906102,-0.08207384008602746,0.17918884516496175,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.6666666666666666,0.5810494213906102,-0.08207384008602746,0.17895731303484988,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.7,0.5810494213906102,-0.08207384008602746,0.17870649560381208,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.7333333333333333,0.5810494213906102,-0.08207384008602746,0.17843613209349185,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.7666666666666666,0.5810494213906102,-0.08207384008602746,0.17814601814914385,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
0.8,0.5810494213906102,-0.08207384008602746,0.17783600439287456,0.6872550283422213,0.7263640388444257,-0.0011301761026961427,0.008633179826877335,approach_open
