model,global_progress,phase,phase_progress,alpha_x,alpha_y,g_translation,g_yaw
Frame-weighted,0.5625,Unlock yaw,0.25,0.9314289896148173,0.9314289896148173,0.9314289896148173,0.9314289896148173
Frame-weighted,0.5729166666666666,Unlock yaw,0.2916666666666667,0.9012929764925773,0.9012929764925773,0.9012929764925773,0.9012929764925773
Frame-weighted,0.5833333333333334,Unlock yaw,0.3333333333333333,0.8658693273156193,0.8658693273156193,0.8658693273156193,0.8658693273156193
Frame-weighted,0.59375,Unlock yaw,0.375,0.8262320216181831,0.8262320216181831,0.8262320216181831,0.8262320216181831
Frame-weighted,0.6041666666666666,Unlock yaw,0.4166666666666667,0.7836503176178455,0.7836503176178455,0.7836503176178455,0.7836503176178455
Frame-weighted,0.6145833333333334,Unlock yaw,0.4583333333333333,0.742335036583085,0.742335036583085,0.742335036583085,0.742335036583085
Frame-weighted,0.625,Unlock yaw,0.5,0.7040676427455079,0.7040676427455079,0.7040676427455079,0.7040676427455079
Frame-weighted,0.6354166666666666,Unlock yaw,0.5416666666666666,0.6691897948298022,0.6691897948298022,0.6691897948298022,0.6691897948298022
Frame-weighted,0.6458333333333333,Unlock yaw,0.5833333333333334,0.6406351830936688,0.6406351830936688,0.6406351830936688,0.6406351830936688
Frame-weighted,0.65625,Unlock yaw,0.625,0.6170294652031446,0.6170294652031446,0.6170294652031446,0.6170294652031446
Frame-weighted,0.6666666666666666,Unlock yaw,0.6666666666666666,0.5978073886510595,0.5978073886510595,0.5978073886510595,0.5978073886510595
Frame-weighted,0.6770833333333333,Unlock yaw,0.7083333333333334,0.5834212307119515,0.5834212307119515,0.5834212307119515,0.5834212307119515
Frame-weighted,0.6875,Unlock yaw,0.75,0.5757428224542019,0.5757428224542019,0.5757428224542019,0.5757428224542019
Frame-weighted,0.6979166666666666,Unlock yaw,0.7916666666666666,0.5715833403288489,0.5715833403288489,0.5715833403288489,0.5715833403288489
Frame-weighted,0.7083333333333333,Unlock yaw,0.8333333333333334,0.5697306435642806,0.5697306435642806,0.5697306435642806,0.5697306435642806
Frame-weighted,0.71875,Unlock yaw,0.875,0.568821297608181,0.568821297608181,0.568821297608181,0.568821297608181
Frame-weighted,0.7291666666666666,Unlock yaw,0.9166666666666666,0.5681335308908325,0.5681335308908325,0.5681335308908325,0.5681335308908325
Frame-weighted,0.7395833333333333,Unlock yaw,0.9583333333333334,0.5679885916573191,0.5679885916573191,0.5679885916573191,0.5679885916573191
Frame-weighted,0.75,Unlock yaw,1.0,0.5678313163925787,0.5678313163925787,0.5678313163925787,0.5678313163925787
Frame-weighted,0.75,Circular insert,0.0,0.5679537584129458,0.5679537584129458,0.5679537584129458,0.5679537584129458
Frame-weighted,0.7604166666666666,Circular insert,0.041666666666666664,0.5679593009319893,0.5679593009319893,0.5679593009319893,0.5679593009319893
Frame-weighted,0.7708333333333334,Circular insert,0.08333333333333333,0.5679648434510328,0.5679648434510328,0.5679648434510328,0.5679648434510328
Frame-weighted,0.78125,Circular insert,0.125,0.5679703859700764,0.5679703859700764,0.5679703859700764,0.5679703859700764
Frame-weighted,0.7916666666666666,Circular insert,0.16666666666666666,0.56797592848912,0.56797592848912,0.56797592848912,0.56797592848912
Frame-weighted,0.8020833333333334,Circular insert,0.20833333333333334,0.5679650577973107,0.5679650577973107,0.5679650577973107,0.5679650577973107
Frame-weighted,0.8125,Circular insert,0.25,0.5678885342620904,0.5678885342620904,0.5678885342620904,0.5678885342620904
Frame-weighted,0.8229166666666666,Circular insert,0.2916666666666667,0.5679383088006924,0.5679383088006924,0.5679383088006924,0.5679383088006924
Frame-weighted,0.8333333333333334,Circular insert,0.3333333333333333,0.5679880833392944,0.5679880833392944,0.5679880833392944,0.5679880833392944
Frame-weighted,0.84375,Circular insert,0.375,0.5680378578778963,0.5680378578778963,0.5680378578778963,0.5680378578778963
Frame-weighted,0.8541666666666666,Circular insert,0.4166666666666667,0.5680676678071046,0.5680676678071046,0.5680676678071046,0.5680676678071046
Frame-weighted,0.8645833333333334,Circular insert,0.4583333333333333,0.568067530822222,0.568067530822222,0.568067530822222,0.568067530822222
Frame-weighted,0.875,Circular insert,0.5,0.5680673938373393,0.5680673938373393,0.5680673938373393,0.5680673938373393
Frame-weighted,0.8854166666666666,Circular insert,0.5416666666666666,0.5680645357318411,0.5680645357318411,0.5680645357318411,0.5680645357318411
Frame-weighted,0.8958333333333333,Circular insert,0.5833333333333334,0.568061677626343,0.568061677626343,0.568061677626343,0.568061677626343
Frame-weighted,0.90625,Circular insert,0.625,0.5680514287963465,0.5680514287963465,0.5680514287963465,0.5680514287963465
Frame-weighted,0.9166666666666666,Circular insert,0.6666666666666666,0.5680362528166844,0.5680362528166844,0.5680362528166844,0.5680362528166844
Frame-weighted,0.9270833333333333,Circular insert,0.7083333333333334,0.5680210768370222,0.5680210768370222,0.5680210768370222,0.5680210768370222
Frame-weighted,0.9375,Circular insert,0.75,0.56800590085736,0.56800590085736,0.56800590085736,0.56800590085736
Frame-weighted,0.9479166666666666,Circular insert,0.7916666666666666,0.5680234823247652,0.5680234823247652,0.5680234823247652,0.5680234823247652
Frame-weighted,0.9583333333333333,Circular insert,0.8333333333333334,0.5680432943366865,0.5680432943366865,0.5680432943366865,0.5680432943366865
Frame-weighted,0.96875,Circular insert,0.875,0.5680636639847366,0.5680636639847366,0.5680636639847366,0.5680636639847366
