model,sample_size,arm,G_psi_mean,G_psi_std,abs_dev_mean
TP-GMM SE(2),3,circular_honest,0.4453255821573894,0.03448822576418972,0.5546744178426106
TP-GMM SE(2),3,circular_placebo,0.41374093872538675,0.050438370539776414,0.5862590612746132
