task,seed,subset_id,protocol,sample_size,repeat,model,fit_success,fit_error,fit_seconds,alpha_pre,alpha_post,e_alpha,switch_detected,switch_status,switch_location
circular_honest,20270818,11,qualified,10,2,Full operator,True,,0.0021072630770504475,0.0008902874207878728,0.001985145395789108,2.528548009483442e-05,False,left_censored,
circular_honest,20270818,11,qualified,10,2,Pdiag pointwise,True,,0.007723141927272081,0.008065339194437113,0.0008315402643009608,0.00011057595921990464,False,left_censored,
circular_honest,20270818,11,qualified,10,2,Pdiag finite,True,,2.231728795915842,0.02989925088028332,0.0312154534979638,0.001243952999338048,False,left_censored,
circular_honest,20270818,12,random,20,0,Frame-weighted,True,,0.006302264053374529,0.3848702386159145,0.5602536625652592,0.26172679957613093,False,right_censored,
circular_honest,20270818,12,random,20,0,Phase scalar GP,True,,0.3265685779042542,0.3848650613877873,0.5602592230596485,0.2617246515229837,False,right_censored,
circular_honest,20270818,12,random,20,0,TP-GMM additive,True,,41.63930508121848,0.0024122513900701106,0.0014078404492293586,4.832418461825888e-06,False,left_censored,
circular_honest,20270818,12,random,20,0,TP-GMM SE(2),True,,39.921818567905575,0.0011094911451882924,0.0014064713301442638,1.3082066437783695e-05,False,left_censored,
circular_honest,20270818,12,random,20,0,Generic RBF,True,,0.48603574000298977,0.0016470110301188012,0.001259659389354097,7.051468231401061e-06,False,left_censored,
circular_honest,20270818,12,random,20,0,Full operator,True,,0.002061106264591217,0.0016514541042172142,0.001280685495385172,8.049566326384729e-06,False,left_censored,
circular_honest,20270818,12,random,20,0,Pdiag pointwise,True,,0.007773831952363253,0.002383243845668772,0.0011520653783190637,1.2374014672883795e-05,False,left_censored,
circular_honest,20270818,12,random,20,0,Pdiag finite,True,,4.135384737048298,0.03713685796828989,0.03139513727201714,0.0016060716263656314,False,left_censored,
circular_honest,20270818,13,random,20,1,Frame-weighted,True,,0.006313217803835869,0.41369035087489847,0.5510648383965535,0.2572335706277303,False,right_censored,
circular_honest,20270818,13,random,20,1,Phase scalar GP,True,,0.23188177729025483,0.41369079741883064,0.551064952985212,0.2572315193441994,False,right_censored,
circular_honest,20270818,13,random,20,1,TP-GMM additive,True,,36.856168461963534,0.0024966831548348615,0.0013814008804612376,5.438985580531146e-06,False,left_censored,
circular_honest,20270818,13,random,20,1,TP-GMM SE(2),True,,38.5599099281244,0.006962705145132487,0.0013718176216527,0.0001075820160208877,False,left_censored,
circular_honest,20270818,13,random,20,1,Generic RBF,True,,0.26907197292894125,0.0021811386764574833,0.0017433697174627735,2.1178820019524027e-05,False,left_censored,
circular_honest,20270818,13,random,20,1,Full operator,True,,0.0020856638438999653,0.002188659739049984,0.0017671389399857812,2.300687606769347e-05,False,left_censored,
circular_honest,20270818,13,random,20,1,Pdiag pointwise,True,,0.007799712009727955,0.002851887459805657,0.0018543044528140545,2.939866530060347e-05,False,left_censored,
circular_honest,20270818,13,random,20,1,Pdiag finite,True,,3.1609088969416916,0.0474405919033017,0.028509902386794194,0.002848932285663059,False,left_censored,
circular_honest,20270818,14,random,20,2,Frame-weighted,True,,0.006128021981567144,0.37951476113126875,0.542112761926439,0.2451759984109347,False,right_censored,
circular_honest,20270818,14,random,20,2,Phase scalar GP,True,,0.21815020311623812,0.37950737983680094,0.5421211646728981,0.24517079281018428,False,right_censored,
circular_honest,20270818,14,random,20,2,TP-GMM additive,True,,39.08792699407786,0.0030531590857821563,0.0014398390583634443,8.885914470852484e-06,False,left_censored,
circular_honest,20270818,14,random,20,2,TP-GMM SE(2),True,,39.01403483795002,0.0013693495155019065,0.0014343812337525423,1.2627776356033764e-05,False,left_censored,
circular_honest,20270818,14,random,20,2,Generic RBF,True,,0.689022941980511,0.0008215189579829734,0.0011286063245377162,7.413051035410926e-06,False,left_censored,
circular_honest,20270818,14,random,20,2,Full operator,True,,0.0038136309012770653,0.0007966325619609377,0.0011538861363367505,8.140131744833469e-06,False,left_censored,
circular_honest,20270818,14,random,20,2,Pdiag pointwise,True,,0.00801760796457529,0.0027131089577739826,0.0007990966620055905,1.86627524836157e-05,False,left_censored,
circular_honest,20270818,14,random,20,2,Pdiag finite,True,,5.113150930963457,0.03798296109574436,0.02839916932768064,0.0018079364352368817,False,left_censored,
circular_honest,20270818,15,qualified,20,0,Frame-weighted,True,,0.006265569943934679,0.4082226031288099,0.5925122054888629,0.2912210601532646,False,right_censored,
circular_honest,20270818,15,qualified,20,0,Phase scalar GP,True,,0.17820364516228437,0.4082091951859562,0.5925267550616109,0.29121488599851003,False,right_censored,
circular_honest,20270818,15,qualified,20,0,TP-GMM additive,True,,36.25976229412481,0.0023779915622315056,0.001466704218331461,4.751318273104839e-06,False,left_censored,
circular_honest,20270818,15,qualified,20,0,TP-GMM SE(2),True,,38.17674433393404,0.0014472571149797544,0.0014651457318974237,1.651277308723567e-05,False,left_censored,
circular_honest,20270818,15,qualified,20,0,Generic RBF,True,,0.5306864609010518,0.001588206810243967,0.0010378138617904203,1.2391170024851476e-05,False,left_censored,
circular_honest,20270818,15,qualified,20,0,Full operator,True,,0.0012412192299962044,0.0015966815223336062,0.0010544180708210544,1.3934420055044126e-05,False,left_censored,
circular_honest,20270818,15,qualified,20,0,Pdiag pointwise,True,,0.00647532194852829,0.001957493025002021,0.00102251624573552,1.6150323871007103e-05,False,left_censored,
circular_honest,20270818,15,qualified,20,0,Pdiag finite,True,,4.131021135952324,0.03173986366566853,0.032834001135736576,0.00127814845403744,False,left_censored,
circular_honest,20270818,16,qualified,20,1,Frame-weighted,True,,0.0062012579292058945,0.3680627564408814,0.5524045823782882,0.25240403751186297,False,right_censored,
circular_honest,20270818,16,qualified,20,1,Phase scalar GP,True,,0.22958474606275558,0.3680564528850785,0.5524114002505082,0.25240083902356303,False,right_censored,
circular_honest,20270818,16,qualified,20,1,TP-GMM additive,True,,37.82174167968333,0.00286311319859904,0.0013507407677414052,7.410013550398026e-06,False,left_censored,
circular_honest,20270818,16,qualified,20,1,TP-GMM SE(2),True,,36.754946993198246,0.003984743794662425,0.001347279888322031,3.1945323531343785e-05,False,left_censored,
circular_honest,20270818,16,qualified,20,1,Generic RBF,True,,0.5609986647032201,0.004349027213004828,0.0018561760893953069,3.0512869957600246e-05,False,left_censored,
circular_honest,20270818,16,qualified,20,1,Full operator,True,,0.002117439638823271,0.004390361490522749,0.0018810363946461675,3.270701794263269e-05,False,left_censored,
circular_honest,20270818,16,qualified,20,1,Pdiag pointwise,True,,0.007904659025371075,0.005012607443251052,0.0019818450295409434,4.273609622045848e-05,False,left_censored,
circular_honest,20270818,16,qualified,20,1,Pdiag finite,True,,5.659643042832613,0.05217426834804848,0.030703952939217353,0.003506850492733328,False,left_censored,
circular_honest,20270818,17,qualified,20,2,Frame-weighted,True,,0.006310904864221811,0.4495717045538442,0.5462301744194541,0.2663134142543058,False,right_censored,
circular_honest,20270818,17,qualified,20,2,Phase scalar GP,True,,0.22860378306359053,0.4495579744104395,0.5462444090478796,0.2663118709574055,False,right_censored,
circular_honest,20270818,17,qualified,20,2,TP-GMM additive,True,,50.756673705764115,0.0017009590989316434,0.0014015088988418361,2.4762266017195976e-06,False,left_censored,
circular_honest,20270818,17,qualified,20,2,TP-GMM SE(2),True,,37.62519772583619,0.0028771161727623833,0.0013947545030659478,1.2839964574416791e-05,False,left_censored,
circular_honest,20270818,17,qualified,20,2,Generic RBF,True,,0.613582210149616,0.0018470605716194607,0.0023032418090241464,9.537983895532481e-06,False,left_censored,
circular_honest,20270818,17,qualified,20,2,Full operator,True,,0.002106623724102974,0.0018632373896625696,0.002340100829217835,1.1067319258566667e-05,False,left_censored,
circular_honest,20270818,17,qualified,20,2,Pdiag pointwise,True,,0.007883021607995033,0.001696413204212457,0.002136126442935858,9.32336741717299e-06,False,left_censored,
circular_honest,20270818,17,qualified,20,2,Pdiag finite,True,,2.739175603259355,0.017492369635173297,0.03017048968021121,0.0007028180401534553,False,left_censored,
circular_honest,20280818,0,random,5,0,Frame-weighted,True,,0.0061131492257118225,0.42989519781891516,0.5811213228299836,0.28543019374853296,False,right_censored,
circular_honest,20280818,0,random,5,0,Phase scalar GP,True,,0.2506885048933327,0.42987997280760665,0.5811379715748966,0.2854232700503584,False,right_censored,
circular_honest,20280818,0,random,5,0,TP-GMM additive,True,,14.781498664990067,0.0040320851182403285,0.0011309916945480185,1.624043068996959e-05,False,left_censored,
circular_honest,20280818,0,random,5,0,TP-GMM SE(2),True,,12.18044231692329,0.0012201824277390436,0.0011265101315756714,1.775147761966412e-05,False,left_censored,
circular_honest,20280818,0,random,5,0,Generic RBF,True,,0.3448626068420708,0.010674639097400105,-0.0018882600323753534,0.0001766943959581806,False,left_censored,
circular_honest,20280818,0,random,5,0,Full operator,True,,0.0020921817049384117,0.011366924080019993,-0.0019801234851099777,0.0002085890187842218,False,left_censored,
circular_honest,20280818,0,random,5,0,Pdiag pointwise,True,,0.007659389171749353,-0.0004369632969188856,-0.0011751263248153698,1.4700800457105802e-05,False,left_censored,
circular_honest,20280818,0,random,5,0,Pdiag finite,True,,1.7723936587572098,0.02857284174108903,0.027266289506712182,0.0012612095863852879,False,left_censored,
circular_honest,20280818,1,random,5,1,Frame-weighted,True,,0.006363522261381149,0.5024819375849445,0.6839240817698446,0.3959676914306895,False,right_censored,
circular_honest,20280818,1,random,5,1,Phase scalar GP,True,,0.21975584514439106,0.5023913934505565,0.684019379628162,0.3959382277783638,False,right_censored,
circular_honest,20280818,1,random,5,1,TP-GMM additive,True,,16.000546421855688,0.0021223341042265805,0.0019267097697393814,4.120049912589208e-06,False,left_censored,
circular_honest,20280818,1,random,5,1,TP-GMM SE(2),True,,14.13599512167275,0.0020512845641784514,0.0021630949877328386,6.3696863669659e-06,False,left_censored,
circular_honest,20280818,1,random,5,1,Generic RBF,True,,0.2026595650240779,-0.0021669646778733455,0.0017022446688341514,3.0254209645431666e-05,False,left_censored,
circular_honest,20280818,1,random,5,1,Full operator,True,,0.0021734628826379776,-0.002200168745539367,0.0017409215218299934,3.658231235507629e-05,False,left_censored,
circular_honest,20280818,1,random,5,1,Pdiag pointwise,True,,0.008192780893296003,-0.0018417893418369929,0.0006685431318866634,1.5420926345621136e-05,False,left_censored,
circular_honest,20280818,1,random,5,1,Pdiag finite,True,,3.0771311251446605,0.029717767516957275,0.01842106331180047,0.0011816178063592023,False,left_censored,
circular_honest,20280818,2,random,5,2,Frame-weighted,True,,0.006380879785865545,0.4051739879304163,0.5619263803343988,0.2714052963589639,False,right_censored,
circular_honest,20280818,2,random,5,2,Phase scalar GP,True,,0.32164276391267776,0.40517268321561944,0.5619280067650633,0.27140337469955084,False,right_censored,
circular_honest,20280818,2,random,5,2,TP-GMM additive,True,,13.498098799958825,0.030361875040053894,0.010250914604917234,0.0011164604262725712,False,left_censored,
circular_honest,20280818,2,random,5,2,TP-GMM SE(2),True,,12.08568020304665,0.01302381964256167,0.001182440296578378,0.00022967915777112754,False,left_censored,
circular_honest,20280818,2,random,5,2,Generic RBF,True,,0.40172378486022353,0.0013607504043691256,-0.0006864556411258211,2.1268612724073075e-05,False,left_censored,
circular_honest,20280818,2,random,5,2,Full operator,True,,0.001983244903385639,0.0008539986304186375,-0.0009736853116100855,4.318653782213815e-05,False,left_censored,
circular_honest,20280818,2,random,5,2,Pdiag pointwise,True,,0.0076062362641096115,0.005984355941025019,-0.0009470676936458751,0.00013279139576337552,False,left_censored,
circular_honest,20280818,2,random,5,2,Pdiag finite,True,,2.6625980781391263,0.04215714735046205,0.01684374447585611,0.0030297179846987005,False,left_censored,
circular_honest,20280818,3,qualified,5,0,Frame-weighted,True,,0.006101501174271107,0.1917626809787474,0.6235967359260228,0.3780379424419102,False,right_censored,
circular_honest,20280818,3,qualified,5,0,Phase scalar GP,True,,0.3344241362065077,0.1917921287075234,0.623566504769132,0.37802155494512163,False,right_censored,
circular_honest,20280818,3,qualified,5,0,TP-GMM additive,True,,13.697501040063798,0.010738508257422022,0.05341343026628171,0.0038670630368722123,False,left_censored,
circular_honest,20280818,3,qualified,5,0,TP-GMM SE(2),True,,13.655941624660045,0.2339937955544479,0.24611638804028918,0.058964358618551926,False,left_censored,
circular_honest,20280818,3,qualified,5,0,Generic RBF,True,,0.4166922732256353,0.002611221173367757,0.026050536498293916,0.0020275911575002676,False,left_censored,
circular_honest,20280818,3,qualified,5,0,Full operator,True,,0.0020046979188919067,-0.0013175436461169878,0.289382415457843,1.1057395387335829,False,left_censored,
circular_honest,20280818,3,qualified,5,0,Pdiag pointwise,True,,0.007511768024414778,0.014855794931285915,0.031215273730331262,0.010968737898333962,False,left_censored,
circular_honest,20280818,3,qualified,5,0,Pdiag finite,True,,1.8914729808457196,0.1172998959352551,0.043008588475977216,0.04500360640233986,False,left_censored,
circular_honest,20280818,4,qualified,5,1,Frame-weighted,True,,0.006093344185501337,0.3491500194361867,0.4716813336120192,0.19315058563546192,False,left_censored,
circular_honest,20280818,4,qualified,5,1,Phase scalar GP,True,,0.20103343902155757,0.34916309114507527,0.47167012973813655,0.19314081364642355,False,left_censored,
circular_honest,20280818,4,qualified,5,1,TP-GMM additive,True,,14.22922133654356,0.003087271442652536,0.0031005666846779566,9.681527409100431e-06,False,left_censored,
circular_honest,20280818,4,qualified,5,1,TP-GMM SE(2),True,,12.539388833101839,0.0020589693780201494,0.003538070050044498,2.761734418753064e-05,False,left_censored,
circular_honest,20280818,4,qualified,5,1,Generic RBF,True,,0.31411976972594857,-4.9191540240735845e-05,0.0013000213898425245,1.555199510974721e-05,False,left_censored,
circular_honest,20280818,4,qualified,5,1,Full operator,True,,0.002229873090982437,-0.0002354803719694132,0.002139462729258668,3.815480216604042e-05,False,left_censored,
circular_honest,20280818,4,qualified,5,1,Pdiag pointwise,True,,0.007550767622888088,0.0004943865165218459,-0.002959651661724599,3.961566464337543e-05,False,left_censored,
circular_honest,20280818,4,qualified,5,1,Pdiag finite,True,,1.3977969749830663,0.010937165520547174,0.013387085599996615,0.0002232904092258053,False,left_censored,
circular_honest,20280818,5,qualified,5,2,Frame-weighted,True,,0.006026510149240494,0.19312493364358402,0.5742297753866882,0.3205238698795736,False,right_censored,
circular_honest,20280818,5,qualified,5,2,Phase scalar GP,True,,0.21730125602334738,0.19313865892737425,0.574216315235517,0.32051536841397943,False,right_censored,
circular_honest,20280818,5,qualified,5,2,TP-GMM additive,True,,14.365722133778036,0.01226483881403132,0.0031843885749595247,0.00015503508461373313,False,left_censored,
circular_honest,20280818,5,qualified,5,2,TP-GMM SE(2),True,,14.023603914771229,0.009018721678932681,0.003202925117488312,0.0002207347658349957,False,left_censored,
circular_honest,20280818,5,qualified,5,2,Generic RBF,True,,0.2470515202730894,0.0017046043197749216,0.0029950647921831793,2.63499413740742e-05,False,left_censored,
circular_honest,20280818,5,qualified,5,2,Full operator,True,,0.0021719601936638355,-0.0010726536955365708,0.008219880953118902,0.0008216528155359262,False,left_censored,
circular_honest,20280818,5,qualified,5,2,Pdiag pointwise,True,,0.008117206860333681,0.020002287065342447,3.743878988062313e-05,0.0006977671860133045,False,left_censored,
circular_honest,20280818,5,qualified,5,2,Pdiag finite,True,,15.673180839978158,0.0694741819551685,0.004175170501013018,0.013104307405376879,False,left_censored,
circular_honest,20280818,6,random,10,0,Frame-weighted,True,,0.005074608139693737,0.303130909666703,0.4773882399134004,0.19466783504145116,False,left_censored,
circular_honest,20280818,6,random,10,0,Phase scalar GP,True,,0.20995072927325964,0.3031798952200566,0.47734253639359,0.19464106060455538,False,left_censored,
circular_honest,20280818,6,random,10,0,TP-GMM additive,True,,20.013227780815214,9.768623030992036e-05,0.002442638518255599,8.108142933836173e-06,False,left_censored,
circular_honest,20280818,6,random,10,0,TP-GMM SE(2),True,,22.823007347993553,0.002356496053303467,0.0024633290609714824,2.296797151977253e-05,False,left_censored,
circular_honest,20280818,6,random,10,0,Generic RBF,True,,0.29243716690689325,0.005078755795107149,-0.00036078596392338,2.9325692094799932e-05,False,left_censored,
circular_honest,20280818,6,random,10,0,Full operator,True,,0.0020862421952188015,0.005639358633169659,-0.0005825371442683778,4.712992977294129e-05,False,left_censored,
circular_honest,20280818,6,random,10,0,Pdiag pointwise,True,,0.007756514009088278,0.0074309728476777605,-0.0003232092669173313,6.318512412910649e-05,False,left_censored,
circular_honest,20280818,6,random,10,0,Pdiag finite,True,,2.723240338265896,0.01280153745438196,0.01764958710700472,0.00029085598007193037,False,left_censored,
circular_honest,20280818,7,random,10,1,Frame-weighted,True,,0.006237159948796034,0.413587191612936,0.5023438405024216,0.22494505481988727,True,detected,0.8592240201923226
circular_honest,20280818,7,random,10,1,Phase scalar GP,True,,0.2009636927396059,0.41358901536944964,0.5023436833496092,0.22493977865103715,True,detected,0.8596209154471991
circular_honest,20280818,7,random,10,1,TP-GMM additive,True,,24.252144054044038,0.0014352416586638265,0.001161591206453231,1.8953503029850045e-06,False,left_censored,
circular_honest,20280818,7,random,10,1,TP-GMM SE(2),True,,20.953888529911637,0.000812553602133943,0.0011580827134162021,1.159293285420297e-05,False,left_censored,
circular_honest,20280818,7,random,10,1,Generic RBF,True,,0.33892903197556734,0.004275374811557543,-0.00028810535306441026,1.8566937167093012e-05,False,left_censored,
circular_honest,20280818,7,random,10,1,Full operator,True,,0.0021880376152694225,0.004292959034486285,-0.00029096974562271323,2.0871361986610477e-05,False,left_censored,
circular_honest,20280818,7,random,10,1,Pdiag pointwise,True,,0.008122052066028118,0.00416962681920028,-0.0003617173776709701,2.010376849504801e-05,False,left_censored,
circular_honest,20280818,7,random,10,1,Pdiag finite,True,,2.0191049822606146,0.017555666791364406,0.028056676881888256,0.0006152647598683301,False,left_censored,
circular_honest,20280818,8,random,10,2,Frame-weighted,True,,0.006390411872416735,0.3387266237094103,0.5691707522525999,0.26794994046522236,False,right_censored,
circular_honest,20280818,8,random,10,2,Phase scalar GP,True,,0.22109899669885635,0.33875908512145075,0.5691405016824617,0.26792850131329415,False,right_censored,
circular_honest,20280818,8,random,10,2,TP-GMM additive,True,,21.358794993255287,0.002459500536577454,0.001674491274044359,5.055765322903476e-06,False,left_censored,
circular_honest,20280818,8,random,10,2,TP-GMM SE(2),True,,20.89246407430619,0.0027708287926911717,0.0016731734305232755,3.7580299868764005e-05,False,left_censored,
circular_honest,20280818,8,random,10,2,Generic RBF,True,,0.4793840469792485,0.006545115345873701,-0.0023818641082791205,7.695983951470535e-05,False,left_censored,
circular_honest,20280818,8,random,10,2,Full operator,True,,0.0022667343728244305,0.007771951129205803,-0.0029393226082928144,0.00012722829533335514,False,left_censored,
circular_honest,20280818,8,random,10,2,Pdiag pointwise,True,,0.008280251175165176,0.006704783092761066,-0.0019229214338885284,8.780212422731172e-05,False,left_censored,
circular_honest,20280818,8,random,10,2,Pdiag finite,True,,2.82158843614161,0.04781533687404076,0.025560285532817903,0.0030461472336016627,False,left_censored,
circular_honest,20280818,9,qualified,10,0,Frame-weighted,True,,0.00629151426255703,0.4157498807655362,0.5611106745782839,0.2695976598519808,False,right_censored,
circular_honest,20280818,9,qualified,10,0,Phase scalar GP,True,,0.23394571570679545,0.4157833751922033,0.5610797161008412,0.26958556935719963,False,right_censored,
circular_honest,20280818,9,qualified,10,0,TP-GMM additive,True,,22.889069051947445,0.0020527078466991335,0.001475013077137161,3.3316359609928433e-06,False,left_censored,
circular_honest,20280818,9,qualified,10,0,TP-GMM SE(2),True,,21.4828714071773,0.0010801140231823773,0.0014770637127229935,1.7806753444226275e-05,False,left_censored,
circular_honest,20280818,9,qualified,10,0,Generic RBF,True,,0.5894162748008966,0.001713123372095994,-0.004698015561634159,4.96108076661418e-05,False,left_censored,
circular_honest,20280818,9,qualified,10,0,Full operator,True,,0.0022158250212669373,0.001648303174310344,-0.004920032291459985,6.25534746586101e-05,False,left_censored,
circular_honest,20280818,9,qualified,10,0,Pdiag pointwise,True,,0.00805710768327117,0.005173680990624747,-0.0036947500569272807,5.934395137619493e-05,False,left_censored,
circular_honest,20280818,9,qualified,10,0,Pdiag finite,True,,3.9828168391250074,0.017029882102021696,0.021832293475305846,0.00047625914261436057,False,left_censored,
circular_honest,20280818,10,qualified,10,1,Frame-weighted,True,,0.006086596287786961,0.30482128284936705,0.5603553510156688,0.27875632083667007,False,right_censored,
circular_honest,20280818,10,qualified,10,1,Phase scalar GP,True,,0.2504713791422546,0.304807906799732,0.5603690214238427,0.2787510947986799,False,right_censored,
circular_honest,20280818,10,qualified,10,1,TP-GMM additive,True,,19.666300799231976,0.008208262089471096,0.003171867078997867,7.706975886845003e-05,False,left_censored,
circular_honest,20280818,10,qualified,10,1,TP-GMM SE(2),True,,20.414125157054514,0.0051511622368644264,0.003178356820386084,7.360120886722984e-05,False,left_censored,
circular_honest,20280818,10,qualified,10,1,Generic RBF,True,,0.37988216895610094,0.007054899585421619,0.006322113768723194,0.00022949542041976516,False,left_censored,
circular_honest,20280818,10,qualified,10,1,Full operator,True,,0.002288802992552519,0.00728617469572996,0.00662865410356668,0.000269119985640372,False,left_censored,
circular_honest,20280818,10,qualified,10,1,Pdiag pointwise,True,,0.007610553875565529,0.010271953207107856,0.005907635973854079,0.0003702978756562953,False,left_censored,
circular_honest,20280818,10,qualified,10,1,Pdiag finite,True,,3.4471624209545553,0.09925294027508358,0.01892963153933059,0.02194435659206181,False,left_censored,
circular_honest,20280818,11,qualified,10,2,Frame-weighted,True,,0.005886211059987545,0.3835770991803764,0.6489766417973499,0.3536089786153321,False,right_censored,
circular_honest,20280818,11,qualified,10,2,Phase scalar GP,True,,0.25661638379096985,0.38357454081848047,0.6489794291446984,0.35360660366310087,False,right_censored,
circular_honest,20280818,11,qualified,10,2,TP-GMM additive,True,,20.568112418055534,0.03140937324633115,0.055608380041029755,0.0021549150492203425,False,left_censored,
circular_honest,20280818,11,qualified,10,2,TP-GMM SE(2),True,,20.13699052715674,0.022108128472992677,0.05042672833523461,0.001691399059739464,False,left_censored,
circular_honest,20280818,11,qualified,10,2,Generic RBF,True,,0.5215723882429302,-0.0025787016859102757,0.0192232736503314,0.0006992369427282013,False,left_censored,
circular_honest,20280818,11,qualified,10,2,Full operator,True,,0.002142838668078184,-0.004761995444826914,0.028862578412486316,0.0018768846848517106,False,left_censored,
circular_honest,20280818,11,qualified,10,2,Pdiag pointwise,True,,0.007741155102849007,0.005932385941106022,-0.00023616342760604176,0.00018551919400489568,False,left_censored,
circular_honest,20280818,11,qualified,10,2,Pdiag finite,True,,5.434707133565098,0.07419244346761804,0.033060394375091805,0.010435867531062924,False,left_censored,
circular_honest,20280818,12,random,20,0,Frame-weighted,True,,0.0061842394061386585,0.3941189649116747,0.5608604023558086,0.2653506388332474,False,right_censored,
circular_honest,20280818,12,random,20,0,Phase scalar GP,True,,0.22697392385452986,0.39414094603434846,0.5608387591376046,0.2653437888042015,False,right_censored,
circular_honest,20280818,12,random,20,0,TP-GMM additive,True,,37.111455745995045,0.0003504580688794268,0.03089684974057464,0.0014289394983568139,False,left_censored,
circular_honest,20280818,12,random,20,0,TP-GMM SE(2),True,,39.116551354993135,0.008966190031071445,0.03315887283357241,0.001781451827400435,False,left_censored,
circular_honest,20280818,12,random,20,0,Generic RBF,True,,0.6266130809672177,0.0029835630286153335,0.0022919289252838577,0.00010804012449180017,False,left_censored,
circular_honest,20280818,12,random,20,0,Full operator,True,,0.002144854050129652,0.0031889028503108274,0.0026343447243704094,0.00031517747540515977,False,left_censored,
circular_honest,20280818,12,random,20,0,Pdiag pointwise,True,,0.007806531153619289,0.0029187890947205575,0.0019794815951841528,0.00024519784721147654,False,left_censored,
circular_honest,20280818,12,random,20,0,Pdiag finite,True,,2.810224197804928,0.019420290727837453,0.0336494224102657,0.0010384740635001265,False,left_censored,
circular_honest,20280818,13,random,20,1,Frame-weighted,True,,0.0048719123005867004,0.41448696705886207,0.5397896345601281,0.25482786445875616,False,right_censored,
circular_honest,20280818,13,random,20,1,Phase scalar GP,True,,0.21594699518755078,0.4144897479488687,0.5397887281392413,0.2548023538149434,False,right_censored,
circular_honest,20280818,13,random,20,1,TP-GMM additive,True,,39.07307296292856,0.000824320190827012,0.04499071819207098,0.0027715409175300574,False,left_censored,
circular_honest,20280818,13,random,20,1,TP-GMM SE(2),True,,35.54182211216539,0.009913285390365172,0.04476188795379858,0.0028631105757293725,False,left_censored,
circular_honest,20280818,13,random,20,1,Generic RBF,True,,0.45839879009872675,0.006328503030934682,0.003868064603882405,0.00017076773583223515,False,left_censored,
circular_honest,20280818,13,random,20,1,Full operator,True,,0.002084492240101099,0.006746148237292468,0.004167007904551126,0.0003027137988354174,False,left_censored,
circular_honest,20280818,13,random,20,1,Pdiag pointwise,True,,0.007737522013485432,0.006413087397422998,0.004104351393529551,0.00024740360146942016,False,left_censored,
circular_honest,20280818,13,random,20,1,Pdiag finite,True,,7.813125713728368,0.03378331429161316,0.03229626592990717,0.0016554476399755801,False,left_censored,
circular_honest,20280818,14,random,20,2,Frame-weighted,True,,0.009808382019400597,0.41274649123805524,0.545545601569873,0.2551356690273443,False,right_censored,
circular_honest,20280818,14,random,20,2,Phase scalar GP,True,,0.3706238940358162,0.4127662716450811,0.5455256567219188,0.25512708958283903,False,right_censored,
circular_honest,20280818,14,random,20,2,TP-GMM additive,True,,39.32389470702037,-0.0007482302182290057,0.03445613421845008,0.0016487436656048365,False,left_censored,
circular_honest,20280818,14,random,20,2,TP-GMM SE(2),True,,36.41756560560316,0.004869340553719342,0.028450608475820337,0.0005733344899344189,False,left_censored,
circular_honest,20280818,14,random,20,2,Generic RBF,True,,0.5354239479638636,0.004673802858553341,0.007251549900166958,0.0003194762608639236,False,left_censored,
circular_honest,20280818,14,random,20,2,Full operator,True,,0.0021406980231404305,0.004962634989897678,0.008341857975687705,0.0008749463290228269,False,left_censored,
circular_honest,20280818,14,random,20,2,Pdiag pointwise,True,,0.007865970022976398,0.005418740668135906,0.005401389724192285,0.0004902936408776821,False,left_censored,
circular_honest,20280818,14,random,20,2,Pdiag finite,True,,2.9315278423018754,0.019484893529781354,0.03273631936894338,0.0011397611971571931,False,left_censored,
circular_honest,20280818,15,qualified,20,0,Frame-weighted,True,,0.00642191618680954,0.34332454133071366,0.5891079835897183,0.2926123034647013,False,right_censored,
circular_honest,20280818,15,qualified,20,0,Phase scalar GP,True,,0.2038956587202847,0.34331855238467107,0.5891140548220837,0.2926108244938061,False,right_censored,
circular_honest,20280818,15,qualified,20,0,TP-GMM additive,True,,36.65264209592715,0.002098914156557254,0.02704749828206829,0.000643855486794997,False,left_censored,
circular_honest,20280818,15,qualified,20,0,TP-GMM SE(2),True,,38.2739422256127,0.014081333482193923,0.02060555886667812,0.0003573008239742359,False,left_censored,
circular_honest,20280818,15,qualified,20,0,Generic RBF,True,,0.9338846229948103,0.004316197151465835,0.004866317219564011,0.00017153566305691038,False,left_censored,
circular_honest,20280818,15,qualified,20,0,Full operator,True,,0.002195166889578104,0.0045622353133078,0.005321074164665635,0.0003509007193887304,False,left_censored,
circular_honest,20280818,15,qualified,20,0,Pdiag pointwise,True,,0.007888141088187695,0.004802898109904223,0.005058341015412385,0.0003420808351377229,False,left_censored,
circular_honest,20280818,15,qualified,20,0,Pdiag finite,True,,6.48974292865023,0.04500040499443585,0.03806622394074047,0.0031531926311695025,False,left_censored,
circular_honest,20280818,16,qualified,20,1,Frame-weighted,True,,0.006248721852898598,0.3691047066463357,0.5532540861717409,0.25601488942905937,False,right_censored,
circular_honest,20280818,16,qualified,20,1,Phase scalar GP,True,,0.2807846078649163,0.36911281637669097,0.5532461838533683,0.25600731358715945,False,right_censored,
circular_honest,20280818,16,qualified,20,1,TP-GMM additive,True,,39.161656408105046,-0.0001731707831520777,0.04282948013030523,0.002483388065361758,False,left_censored,
circular_honest,20280818,16,qualified,20,1,TP-GMM SE(2),True,,38.51933844992891,0.003746486103267247,0.03901024041214063,0.002124597841265294,False,left_censored,
