episode,dx,dy,final_translation_ratio
episode_7,-0.015,0.0,1.003721388330748
episode_9,0.015,0.0,1.0007796820651842
episode_11,0.0,-0.015,0.9099104036619197
episode_12,0.0,0.015,1.0344476435909773
